Date,Division,Product,Revenue,Expense,Profit,Employee_Count,Customer_Count,New_Customers,Lost_Customers,Ad_Spend,IT_Spend,R&D_Spend,Year,Revenue_Growth,Expense_Growth,Profit_Growth
2019-05-01,South,Speakers,96971.78578178013,69196.70326725053,23464.606987385207,75,861,25,14,4021.376890489541,16652.221605584546,40891.067652090016,2019,0.16467966177488624,-0.12024941397759192,0.24885096261889195
2012-08-01,North,Headphones,131322.08090037323,80829.73717005952,16329.324321471397,78,715,44,16,2555.346710225724,7434.588494304979,23638.81319128992,2012,0.16856232678492056,-0.04038252538457987,0.13129418996101827
2012-10-01,North,Headphones,58255.25179162521,122111.83748074016,21011.88538781951,48,974,26,19,9408.64237167187,18863.4058784542,30031.016598150483,2012,-0.556394085501735,0.5107291172285551,0.286757796842275
2017-08-01,West,Laptops,126759.84742974298,103930.20516504298,20475.44069166069,38,501,32,16,3031.282297581716,11417.679465635822,12018.308477338813,2017,0.9113806161356424,0.3930002342961896,0.20220468275090742
2017-11-01,East,Smartphones,93121.93240467623,101683.0038652642,14941.401860020527,97,138,8,11,3512.697752106102,15029.80177834767,32619.36162238005,2017,-0.1689414801403446,0.4164778300515506,0.2293711833015244
2015-12-01,South,Speakers,90231.5732808724,87781.57871514848,11169.046437741436,55,847,30,14,3983.390533801716,17752.87731903082,35071.39249906642,2015,-0.06950694417524206,0.26858035961799676,-0.5240045382500538
2013-03-01,South,Tablets,68976.12326703494,66237.12377648047,20445.66152806056,40,745,27,7,3561.957215976057,9235.797741857215,13304.179997250209,2013,-0.2355655480778729,-0.24543252985435415,0.8305646450687518
2022-10-01,South,Speakers,109301.63698285518,95552.23480790056,17821.250820475827,33,351,27,5,2466.150495506965,10834.94018769552,19756.086765044944,2022,0.5846300401619209,0.4425782606494959,-0.12836027359559243
2023-06-01,South,Headphones,63464.76012012852,37366.8968444113,22277.45524102266,24,781,45,8,4190.050571617923,9700.838114589184,27327.47023846148,2023,-0.419361302611749,-0.6089374893268149,0.2500500366352991
2019-10-01,South,Laptops,116358.07289195836,85863.11985697158,24061.10655543948,85,382,12,17,5245.955176103987,9243.05771050328,41249.64248495898,2019,0.8334280736539674,1.2978391867670842,0.08006530795906741
2010-03-01,North,Smartphones,69732.71869916478,96468.1690657878,9806.293806405729,29,306,36,14,5965.952619740106,12654.52174694756,10866.279487759462,2010,0.19702029524468667,-0.21000149489190145,-0.5332977681245877
2020-03-01,North,Tablets,72885.8807952618,82272.26382117286,18844.676365848663,13,599,43,10,2408.4964177771435,13201.174905624668,23253.98008380042,2020,0.04521782822924392,-0.14715636652058617,0.921692000859573
2014-02-01,North,Speakers,76175.70766634637,104890.58570420709,25208.750704228423,67,242,48,12,8014.723895766898,6152.341327850322,10195.703647858956,2014,0.04513668264949389,0.27492037817504866,0.3377120527213233
2010-12-01,East,Tablets,85681.00065213005,58611.68487040071,27186.36648376377,86,118,5,5,3803.764621015189,15099.392906605186,30851.2955824982,2010,-0.07990525497484768,-0.42358425063775107,0.8195325136463747
2014-06-01,West,Headphones,118841.51882199002,104010.43485807822,10838.39252365737,70,801,34,8,9261.537997384645,11300.019680140262,29951.02837922316,2014,-0.06246716739022362,0.0007719574199611667,-0.47066377291348505
2021-01-01,South,Tablets,130079.1306724331,77634.32442746413,25759.852585349283,19,675,32,12,3965.9719149595135,18342.94010170549,40214.87054536356,2021,0.11792097823083658,-0.09583620352037925,0.07060132608596792
2014-09-01,East,Laptops,87748.12902119945,101761.74167304832,14952.474232702774,50,841,21,4,8765.90990404809,18282.836253337053,10156.783474410431,2014,0.024125866333681856,0.7362022930761827,-0.45000100540715193
2022-01-01,South,Tablets,99068.73797387868,95302.9530868891,23529.69068221649,62,918,27,13,4172.793183800058,15801.391750617197,40348.54475254367,2022,-0.2383963710262269,0.22758784583658298,-0.08657510347715192
2019-04-01,North,Smartwatches,109798.34618145022,102711.05768082404,17255.456116323916,96,786,42,17,5552.495087330022,17806.747820077493,45649.082644138216,2019,0.4413826867532731,-0.020779062379624236,-0.31549737157623015
2013-11-01,East,Laptops,93413.75272532189,94631.98265064796,23733.44479967656,80,924,28,5,4351.192218613078,18837.711303021493,22696.80474064681,2013,0.06456688897325269,-0.07006325663438095,0.5872586991501911
2022-07-01,North,Speakers,109015.15254585994,90379.02438528289,18191.182838651348,85,119,26,6,4483.8578310564335,13659.933054588972,23347.613434955834,2022,-0.007133018509185907,-0.12006529359149543,0.05422787528880324
2017-01-01,South,Smartphones,99918.41056991938,100492.45628052606,12807.568142088703,57,887,9,9,6567.2398332163175,19578.59538753742,10042.766465545774,2017,0.008576596547184456,0.05445270084029419,-0.45568480627038
2021-10-01,South,Smartphones,94930.80242486935,80832.19036224524,17092.83566728836,24,949,29,5,7236.357352848952,19330.98292084877,27164.515080078934,2021,-0.04991680828989842,-0.1956392215491174,0.3345886961254769
2015-06-01,West,Headphones,71603.68610195805,89035.125738759,22700.92236011925,16,547,11,2,8834.261693467477,6648.239968272841,34520.56248760827,2015,-0.3974859391589267,-0.14397891076749136,1.0944916241563578
2016-03-01,South,Headphones,102980.8639584934,79945.73074146689,17887.977690515265,81,325,26,3,6121.472879996116,12841.32554665676,14907.794513583423,2016,0.0847992572273375,-0.010966665839509337,0.04651902344960934
2024-11-01,North,Smartwatches,119167.51409296117,69712.5018628776,14633.944769250937,80,842,48,11,2951.597372401122,6717.011964961368,36286.59603952446,2024,0.09312798551403567,-0.22866503221261336,-0.1955473759431543
2018-07-01,South,Speakers,84434.44304519435,87904.19383047747,13643.07999332668,52,200,41,10,9906.220870717982,15262.003474347815,24629.70681693717,2018,-0.18009579838807932,0.09954831878073778,-0.23730450532926117
2023-10-01,West,Smartphones,60634.58731621341,82951.1870134918,15953.177072532875,13,838,38,3,7153.960946112505,16479.1367881915,36919.91558613788,2023,-0.1531918171101625,-0.06833189344976376,-0.2972454238000807
2013-02-01,West,Smartphones,93608.98715409392,98854.61361355684,15909.918928223968,60,393,40,9,4372.769866727404,18270.16949360432,20043.891174282377,2013,0.5438216255339023,0.19172030169355359,-0.0027115692449365403
2014-02-01,North,Smartphones,130195.4128961504,77116.1841167835,22871.02090535644,80,649,44,8,9713.840274049746,14750.14307745224,40985.85537600807,2014,0.09254115005358332,0.10620307772727355,0.5628746223925465
2018-02-01,East,Smartphones,124238.998709755,68589.62828022025,18023.49447435051,68,164,24,16,9626.261507348212,11809.8916329811,31954.114479457174,2018,0.3299861646183202,-0.2751961191235741,-0.24058666466335576
2016-10-01,South,Tablets,88390.75588434828,98645.14295242506,18506.560498874464,50,598,41,2,1715.8529925761254,7339.054829882465,31327.797608835263,2016,0.04685662268224222,0.12218926826928667,0.3564796591331785
2012-06-01,West,Speakers,109110.30009979714,80950.11630625314,19100.862394432064,70,175,21,10,1178.430965869862,6876.559725536478,29526.347274669923,2012,0.16559641779037548,-0.1811194910669125,0.20056315061086893
2016-07-01,South,Laptops,112270.91826301134,68131.56291741422,22700.515650856265,39,803,8,14,1400.1093858710683,12285.009329706756,43678.99427904076,2016,0.2701658351005414,-0.30932673542504807,0.2266199141778329
2017-07-01,South,Laptops,129806.76242979332,100835.68980103434,23185.839977088115,27,734,22,5,7167.8298060184725,17488.215526674976,32170.188044199167,2017,0.1561922217978271,0.4800143352540214,0.0213794406125547
2024-11-01,East,Smartwatches,68988.35407598989,93901.41061332823,17365.504476234564,39,224,32,1,7397.911769454356,16260.780955764092,16383.969853326633,2024,-0.44471257179752965,0.3690322132917485,-0.03650734873042194
2014-04-01,West,Tablets,78623.43538740711,107732.48748147293,18680.165887581392,16,126,20,13,7516.249979429956,18212.02641954852,35032.243634725775,2014,-0.27941326056756677,0.33085031124471564,-0.022025000660352734
2023-10-01,South,Smartphones,59804.892775266926,74886.2809566595,23212.41375004815,61,714,47,4,6672.154490501955,17164.85315841829,30563.46550462848,2023,-0.5392775256403708,-0.2573434951015594,0.0011461207782978988
2016-07-01,West,Smartphones,86431.81603310256,72787.7631877349,16520.874735368423,57,375,12,9,3569.421838816472,8081.998336125834,12757.312682877942,2016,0.09931365383896851,-0.32436570537506215,-0.11559271824499529
2012-06-01,North,Headphones,121326.1113493767,63701.4258492424,17262.731021280513,32,671,48,16,2504.1601575234145,8004.8661566786495,33243.23904117783,2012,-0.0681229956530669,-0.17395516156797908,-0.24521379728888504
2018-10-01,North,Headphones,88805.61680088638,71496.42475569755,23202.001147040868,46,779,22,19,9350.724848748938,11870.199510796125,13175.388237597404,2018,-0.26804200832616065,0.12236773043201588,0.3440515940634632
2014-03-01,South,Smartwatches,73836.22140359387,74204.59809512188,17130.176954856313,80,182,33,14,9218.261518263642,7867.335983535096,38993.27426829663,2014,0.2346184062406642,-0.009102907139054484,-0.2620251758686327
2016-09-01,West,Smartphones,104532.72834964195,90245.0219680182,21237.8434580428,62,585,44,8,3182.374909750418,7812.114042303667,36191.230526244966,2016,0.20942418136403518,0.2398378245977606,0.2855156762720401
2021-01-01,South,Smartwatches,105047.3767357471,66059.45301110958,12101.805946810811,54,562,20,10,2511.434222718037,9016.684039022546,29730.257110260343,2021,0.42270791677638675,-0.10976604271302903,-0.29353876619587316
2012-05-01,West,Tablets,79659.01094097331,70049.94743915841,22918.769559605676,58,105,34,1,4378.068928887675,5338.507801204469,39951.3718873822,2012,-0.23795147989891574,-0.22378048216351143,0.07914768299727282
2020-12-01,West,Laptops,89879.081856304,105449.8595486483,18995.728332364142,58,775,38,5,1435.659611787892,13570.139965464245,21229.703959270835,2020,0.12829773800359723,0.5053524435580246,-0.1711715464060467
2021-06-01,East,Smartphones,103011.53041291251,36036.03139646028,22034.08717690652,91,467,34,15,2459.252070318727,10949.101660809025,27857.04632275911,2021,0.49317275056955956,-0.6162354626934072,0.268842330901536
2022-01-01,East,Speakers,114919.72993383576,87203.90889181297,25596.951215326808,56,570,25,8,4422.690980681258,8560.937242413149,10611.53450161576,2022,0.1156006465799535,1.4199087833067758,0.16169782799781474
2016-02-01,East,Tablets,87022.55093021895,60643.75080836903,18331.50182178255,34,813,26,10,3148.6956157508102,7013.358553069713,49531.73261621552,2016,-0.24275360740647767,-0.30457531572804875,-0.28384042038545165
2011-05-01,South,Smartphones,84140.47306578651,67921.21791501692,12331.842627449398,36,548,29,6,7631.382381314858,11837.75401534497,12250.184360489317,2011,-0.19902356745712113,0.02818317165893336,0.019008458873793765
2016-12-01,East,Speakers,138251.09378863883,101350.42606445744,18190.587219144203,21,788,26,15,9144.63668648753,14029.375847960602,14178.210918042048,2016,0.5886812361947271,0.6712427037159903,-0.0076870189910410724
2015-09-01,East,Headphones,94519.47538510444,81073.64816445093,26072.835695765498,32,469,32,15,9182.26145888504,19599.16000049592,29795.423673323752,2015,-0.3163202344741822,-0.20006603511573562,0.4333146798211016
2012-10-01,North,Smartwatches,104988.68608428109,119856.14129428094,20849.22448802192,26,439,43,10,6438.500111613246,8807.357992736659,25036.130933524877,2012,0.18223024473417304,0.676393493854105,-0.10140404028550865
2010-06-01,West,Headphones,112967.2991279126,89402.18940867178,14677.782595447748,53,767,37,19,7331.407630234879,5395.023632283253,31293.947018626863,2010,0.2568808758919163,-0.15218294465886006,-0.22731140714197595
2014-05-01,West,Laptops,64262.27929704158,67554.89187851446,19031.239103256965,80,377,6,4,5446.282936328652,16040.226602557832,43400.45674633904,2014,-0.4311426422235911,-0.24437094521577996,0.2966017843294275
2020-06-01,East,Headphones,99629.4607660299,88366.08529497027,22439.02717896234,33,439,8,6,2320.1894152620607,8527.543639573061,16344.826383994305,2020,0.054062777645619065,0.08994830374139884,-0.13937143466881607
2013-07-01,West,Smartphones,67085.67430652674,96949.58623086006,19372.56369881302,80,914,20,15,6715.322467697762,12263.95494288731,35581.2649723092,2013,0.04393549435796529,0.43512310559547274,0.01793496438692954
2019-07-01,North,Speakers,97384.45102465196,87828.99018155385,19236.6344682594,69,713,16,6,4149.584316854898,17123.37798996069,10721.41571360072,2019,-0.07242909063101066,-0.2672132672291804,-0.07734532383633586
2019-03-01,North,Headphones,127462.47803672976,76769.58642062984,16431.603312698313,62,179,21,18,1052.1415486501,5554.652793568676,41601.78377215135,2019,0.3088586185536317,-0.12591974173974663,-0.14581714697492487
2022-07-01,East,Smartphones,80030.63346556111,54634.13911056904,16832.960561385527,96,805,40,11,6174.583352571149,7122.788846760152,42625.180860074935,2022,-0.19671718736383326,-0.3817295523707128,-0.24983554647292228
2016-08-01,North,Laptops,66671.61620504354,75163.3111469562,21112.295955522557,83,892,20,12,2785.319120746025,6472.64073765589,25175.111885596623,2016,-0.4769314292961466,-0.020923328476366465,0.2848591554791864
2017-11-01,West,Speakers,137753.71553733185,105014.24513306552,22462.36123307144,25,702,43,8,8978.550727539397,8505.895668222047,16933.329971377567,2017,1.0533998795019914,0.08318404663431544,0.15949347656282242
2019-10-01,South,Headphones,77058.85649195657,68049.24851690166,19133.45076050224,34,166,27,14,9405.502509046228,7595.478255993324,42442.44293194497,2019,-0.0841642115357858,0.0018849868393839841,0.5515484050950481
2021-12-01,West,Smartwatches,70028.42005546018,73822.68344593886,17530.241569806545,75,314,12,4,2459.5575521736337,9749.027397637408,46368.361423799215,2021,-0.4916404266679676,-0.2970221958706959,-0.2195726269419669
2010-08-01,South,Smartwatches,132380.6313878036,94899.33822634268,23781.80875510263,59,515,13,18,1264.7150610153224,16194.56896480482,13012.268295415628,2010,0.7179158556761289,0.39456849700216967,0.24294404876490616
2020-12-01,East,Speakers,76270.60156405691,89295.53794494462,17881.56048537523,78,244,18,6,1036.399910680241,5635.156174688921,33192.2709506557,2020,-0.04698240834395273,0.6344274733464279,0.062294444293725215
2018-08-01,South,Smartwatches,132898.28419457248,60351.50548008866,21446.56937077765,87,651,13,6,9217.391998153067,6106.458263493969,47526.17357099416,2018,0.00391033643926697,-0.36404714081203193,-0.09819435554177214
2020-12-01,North,Headphones,105481.81656341309,78370.74845646888,22665.09147329017,49,823,30,19,2368.1671584548385,13464.857428341673,35749.434578803804,2020,0.5821097877545325,0.04267291129899298,0.07354934399550372
2012-01-01,West,Headphones,125679.14153346872,101104.5452289962,13679.538043853168,15,385,40,2,4917.991964912939,12803.896306780514,42812.80807689388,2012,0.7946876630078903,0.3695593347407391,-0.2196606082477317
2017-12-01,South,Speakers,103721.32672190502,80397.17867803464,20698.675046492102,73,670,7,4,1514.452298407829,12111.126100117512,19192.877895540983,2017,-0.21954352269853483,0.3321486852479516,-0.03487244562781233
2022-11-01,West,Headphones,121594.04729457514,101468.46507414672,6512.605484585076,37,639,14,5,4360.112805192947,12738.634021219474,14093.414933498192,2022,-0.032504154540279884,0.003599440997694714,-0.523916270877913
2017-09-01,East,Smartphones,81631.02354838466,102316.63693125804,19488.15965194817,18,146,29,15,8068.824078881934,16130.58333303623,25047.517548826752,2017,0.07028162718535436,0.14582026477450194,0.0898466981048398
2023-04-01,East,Laptops,87727.94471953332,66085.09909205786,22897.49864277603,15,336,8,3,4660.017973623303,13641.710577101723,25804.406308314028,2023,0.07468877524896977,-0.35411189153473177,0.17494412257070335
2024-10-01,North,Smartwatches,57689.77057810692,75574.32420374702,21684.60186034875,26,216,34,16,7980.221813745115,11854.597113635911,41448.14762511727,2024,-0.45308326631419693,-0.03568198987247306,-0.04325990098459931
2015-01-01,East,Smartphones,119435.62955515702,89864.05334893313,24000.02068850582,49,250,15,13,7199.553018861044,6226.2649196465445,26251.77925498565,2015,0.36143198084707584,0.35982323675948047,0.048150326938773524
2020-02-01,South,Speakers,108391.386866307,56934.70976878493,21752.2736425467,85,182,23,12,5655.772835148097,19621.566709598737,19464.09017840474,2020,0.045025071429362074,-0.2918319932992861,0.05090174099009093
2014-03-01,East,Smartwatches,79853.50749341155,76654.25811073136,17288.314240607877,54,156,17,9,7639.38829753434,8590.004725571382,45453.6205238705,2014,-0.33140966568494457,-0.14699754513531071,-0.2796541942612716
2022-03-01,North,Smartphones,65021.95903364164,88192.79542576181,12303.929886975002,91,828,40,11,8912.025948240902,18037.368713273725,41306.17337641007,2022,0.12709685585605812,0.16696770172890485,-0.4325959975556074
2011-09-01,West,Headphones,105636.26297250288,70666.23423203413,20565.76534905118,52,484,7,8,8137.103027467045,10684.665613401428,36692.065454550815,2011,-0.13123820349044513,-0.3035645687515257,2.1578398841644932
2010-05-01,West,Speakers,133519.0906954438,88821.60617496265,22394.022712605907,55,319,18,7,7225.569350143208,15259.047376993763,18284.505816173743,2010,0.2639512884907602,0.2569172128702226,0.08889809508786772
2017-08-01,East,Speakers,97240.78154835354,70997.40986180422,11212.238055260972,72,384,14,4,7316.399760009819,11811.945697307625,18192.48109708733,2017,0.2177396410092136,-0.07379692124546433,-0.35145567698411195
2024-02-01,South,Smartwatches,86831.07922956566,70831.21823215493,22019.492619362525,10,853,42,2,2449.886352728729,10312.44127629206,29654.208771061087,2024,-0.19891163181936622,0.24407797141329968,0.012284645789539583
2015-01-01,North,Headphones,81258.51439704064,91162.7887811266,20438.696667436678,68,533,44,19,9556.04790966003,14214.57576417959,31236.833075614573,2015,0.2497087999916825,0.033676144871321645,0.6611519128594172
2011-10-01,South,Smartwatches,124986.97415532645,100520.67399834911,18176.580185368897,72,419,31,12,2850.978464996844,13041.596241691706,20243.81258928504,2011,0.4394267037138109,0.4191577740324137,-0.17452320543546118
2022-05-01,North,Tablets,84415.0435117945,69338.83071690617,22198.810707157,88,710,28,3,4140.569480649454,8486.486104444313,14934.816033823536,2022,0.03884551838261063,-0.23939546339041606,0.08611674552245652
2015-10-01,East,Smartphones,92576.41799964636,61829.59472841408,18623.11907029569,27,341,20,19,5661.878628636854,10043.626983375483,24528.14859493393,2015,-0.047967154052415695,-0.1291288675352411,0.6609635809112531
2010-01-01,North,Tablets,120834.69815837558,79441.15286381925,18302.66274936928,95,564,14,3,2135.6270292453924,5515.651829610893,27163.328764884696,2010,0.4314355964466512,0.14569501738727664,-0.17551156272221313
2021-01-01,North,Smartphones,112749.63209672632,87003.52403715375,13643.550651987092,91,302,31,19,6342.182526690456,7903.754430265661,12101.671160140084,2021,-0.06691013578775473,0.09519463024785368,-0.25455924972134136
2010-12-01,East,Laptops,93341.81340026644,69189.09306275152,22023.624042666303,74,648,11,19,2644.106687872601,10037.495142299344,32585.59360909624,2010,0.008267714577409935,0.11902873319263962,0.182595888451065
2017-06-01,South,Speakers,86020.4611750131,104910.33083626335,13469.60391126122,29,857,32,7,9310.309482143446,19581.819644111,10080.426671347182,2017,-0.31176459181968885,0.04366919423944893,-0.25895829832151396
2013-10-01,East,Smartwatches,129311.56579490764,77797.39501965277,16579.50273230118,65,544,30,14,8998.085202524755,12906.334021484408,16046.918157606837,2013,0.38535519168024357,0.1244170370768396,-0.24719461700845624
2012-10-01,North,Laptops,77672.60649788036,69059.47795028272,22278.95337686249,63,739,22,4,5899.828853559938,15511.943339504178,15878.383893454658,2012,-0.31110545503823794,-0.20624504909948538,0.6329292824971269
2024-09-01,East,Laptops,95794.29629745233,108975.53118627168,19162.574928162605,57,234,17,6,5045.286883699448,15104.005493948009,37502.18377990472,2024,-0.25919777006346667,0.400760670183659,0.1557991356899342
2016-06-01,North,Speakers,69882.47025315398,98998.13516915696,28545.39255767645,63,957,12,14,1923.417209171741,19713.31893288946,29435.66941631025,2016,-0.10029451303322712,0.43351988905024275,0.28127170405239443
2013-09-01,East,Speakers,123777.3435587407,69088.5751082761,22964.28655416948,98,954,31,8,8409.701783004806,13334.97918993285,43441.45236562799,2013,0.29211600630582213,-0.36601754213812343,0.198392525026458
2022-11-01,West,Smartphones,90502.28248233988,96007.11229537123,23756.68326462307,25,675,18,18,4414.330887826291,13782.416409473291,20593.945766640536,2022,-0.3221772106823658,0.08089817815559908,0.06084929757841584
2016-01-01,West,Tablets,86007.48402568689,70162.33793928589,24269.693990789878,29,885,45,15,3216.91630700683,9501.052650554231,18422.975165585187,2016,-0.04966502869726053,-0.26919645574353335,0.02159437495766725
2012-02-01,East,Headphones,113233.24930769454,91513.64767539404,18793.459027775996,56,640,48,19,9957.682171092429,14391.767539481774,42115.80362486611,2012,-0.08518597950070139,0.3245843836259932,-0.18162234287379653
2013-11-01,South,Smartphones,71489.69257395719,106659.8664102902,17340.820789541973,16,586,10,18,7014.676710943872,16365.86632926899,27768.16342021581,2013,-0.1689222355073441,0.016676485147658182,0.287403913566028
2020-01-01,North,Headphones,112707.6276243768,61867.43381553223,13930.77902913731,32,981,24,15,1664.7634752171684,6548.800710026084,20969.22534284956,2020,0.6128168797709324,-0.37506465440162007,-0.5119780188347407
2014-08-01,West,Laptops,92789.14415864988,71933.44774736841,12732.06838364885,84,837,32,12,8211.661339004768,12201.87094147092,26730.391863538716,2014,0.07884965139705269,0.025243027243692095,-0.4753922983750619
2017-10-01,South,Headphones,75894.01570439611,72262.53364380998,25736.902844569828,42,671,27,18,7753.620633897299,11328.503057688697,27010.940990562765,2017,0.06160780627056939,-0.32249555455248236,0.4841801986726848
2018-11-01,North,Tablets,80194.74059476363,83984.12591147954,16888.956150873993,49,585,16,5,4610.8023005483465,6703.767496095078,32884.30631831722,2018,-0.288471044195603,0.35748520234234715,0.21234829118669007
2015-03-01,West,Smartphones,86315.99800876525,87100.01748951276,24469.57054899198,14,665,28,15,2113.2033202343264,10119.316815385686,11506.653206557912,2015,-0.06976189088258988,0.21084169071680847,0.9218849452942781
2013-12-01,West,Speakers,91119.12649072523,78663.49984714514,12640.625097858274,54,939,48,9,5477.004084239016,13027.679602394011,19917.961533288537,2013,0.055645866267713506,-0.09686011421735263,-0.48341450976633493
2015-01-01,East,Tablets,76029.47852317573,54772.40846649982,19086.74425382279,50,760,26,8,7869.870241372515,14748.040643807855,28675.763367546413,2015,-0.3285587140877949,-0.4014837146391347,0.015605707582267314
2016-09-01,North,Tablets,105890.31979136092,61534.839595589685,26338.515403513185,17,504,30,8,1684.1327748911433,9333.41578129122,31691.72265748536,2016,0.3204147679265028,-0.2673039228812326,0.5595111484820916
2012-02-01,South,Smartphones,75505.56032088664,66746.76903531754,21330.39159752929,90,669,26,3,2470.9729044265705,12144.493871996796,16350.224229074258,2012,-0.005118392799538851,-0.0763295214042764,-0.17121373436626453
2012-12-01,South,Speakers,52697.55093723423,88398.45050379129,21462.523557623983,91,532,11,13,6570.335597890163,16011.192033590454,17744.897126649492,2012,-0.30207059303608885,0.32438546136993174,0.006194539818481282
2010-01-01,South,Tablets,138392.39257595045,59073.34484287242,17068.511189956575,59,647,19,13,6035.902639440708,11333.716222185532,39104.116876550135,2010,1.6261636473540038,-0.33173777926866665,-0.2047295303308615
2010-08-01,North,Speakers,103958.55098197934,66294.75620346518,15486.507988262169,40,756,34,12,9145.789084836875,19111.59674920636,41422.28645061429,2010,-0.018243110542944918,0.07735319762199633,-0.41202046694718075
2019-05-01,South,Smartwatches,140189.8318329115,62995.3587052147,19775.184240875667,13,349,8,15,8333.129660543844,5460.5923954449445,13005.69981329708,2019,0.012987991778338648,0.06639227680054915,0.15857698546735288
2018-03-01,South,Smartwatches,79126.812999459,85119.56890439577,14371.635731499457,75,179,10,14,9269.467871000554,8903.408877327613,49603.202718809705,2018,-0.4355738075656719,0.35120381332711825,-0.2732489590770526
2024-12-01,South,Smartwatches,109595.89428575996,96976.13134070791,19462.7106386491,65,114,6,1,5193.629231127991,7000.86855763721,27324.954052345907,2024,0.38506645385186045,0.1392930273134858,0.35424463869419753
2013-11-01,East,Headphones,117892.1739772652,82312.31099637921,24906.182594070247,14,139,35,2,8090.207203174307,13119.360083030042,33430.03754910422,2013,0.5506113716317107,0.5028061263130958,0.3048942377420869
2020-07-01,East,Tablets,96213.07483653488,109902.5491385736,13664.743854929297,90,180,28,4,1438.4508398830535,7660.602619540825,33746.03458393734,2020,-0.18388921341726217,0.335189691653877,-0.45135133401845984
2014-08-01,North,Smartphones,71111.00048842639,82309.22769011058,23210.89358155943,63,609,39,13,3650.4263485265246,16127.606395824778,23840.870432482152,2014,-0.31596776006667204,0.24156467877331655,0.4987816232782676
2011-02-01,North,Smartphones,94710.37731555411,78587.82063233347,24979.54877652272,89,406,35,10,6798.452004402419,18775.25027886349,31791.624416292347,2011,0.3318667528938595,-0.04521251337441756,0.07619935823446489
2012-04-01,South,Headphones,112527.9386619248,68237.41936953181,18698.83065186225,10,804,29,13,7873.154837360879,8107.99483404593,33336.0831760452,2012,0.026753231909580677,-0.2963483031737768,-0.03924838636145245
2016-06-01,East,Smartphones,111764.40899801395,83044.8457650399,20166.816719568295,85,496,12,1,6134.431602007987,18601.44661466241,40430.51255042779,2016,0.1616343120506296,-0.24437743786697275,0.47582837509928866
2020-10-01,West,Smartwatches,99967.42775083886,67598.36073778325,17602.580319896686,92,777,16,11,5326.621440914533,14476.32840534162,36471.69720817615,2020,0.09710695877900322,-0.14066421060419498,0.39254033591100845
2019-01-01,West,Tablets,117945.75886343492,65315.34362347357,18449.78987871024,82,964,6,18,3099.3935245628672,7942.559703571667,27867.08474881228,2019,0.17984188967436143,-0.0337732615020887,0.04812985047742857
2022-10-01,South,Smartphones,117001.72242984708,64886.57774421626,24090.601248041967,70,303,19,9,2567.680835757307,16048.182176749717,17653.22446898887,2022,0.03975709340382716,-0.04910563230959042,0.28834800937901117
2011-02-01,South,Smartphones,89526.64799880993,76636.58806807728,23624.985584683083,16,310,44,6,8879.341406181922,6363.105138228683,11006.40082275675,2011,-0.23482623896849808,0.1810853759336748,-0.019327689606614795
2014-08-01,East,Laptops,69591.60690283586,72498.4624589453,21967.17358128273,39,498,36,13,2279.9099175667225,15382.223379508136,36074.15601317902,2014,-0.37733660002557257,-0.12699624171659796,0.08927322971936902
2019-07-01,East,Laptops,103808.67816021576,119821.00846125832,23039.599665733203,24,472,15,5,4917.583336911053,17918.919826613124,29108.19471872133,2019,0.49168387942462566,0.6527386153756158,0.048819484240077315
2010-07-01,East,Laptops,85067.24867959187,83140.69929184463,21000.140580839903,13,488,21,10,8996.331342591415,19255.64030141871,48620.99030197473,2010,-0.18053817669943573,-0.3061258592333874,-0.08851972753357285
2010-03-01,North,Tablets,102874.9720179858,82893.80112462841,13865.64941100987,72,357,25,5,2329.4081990359755,5817.966760507958,13932.67463346776,2010,0.08620591464047345,0.05479195704433781,-0.4449199409061527
2019-03-01,North,Smartwatches,126910.59707103798,71720.64930146256,25319.987232889245,79,214,26,10,2147.915966490089,5929.033823087495,12904.92796399858,2019,0.2336391892174705,-0.13478874984110512,0.8260945796584314
2022-07-01,South,Speakers,108749.84031742196,125982.11790584328,15532.538745459606,47,433,37,5,7232.581648510668,18956.07332500192,17251.139114614336,2022,0.21472034023732856,0.6438899627672845,-0.34253764135501097
2018-11-01,North,Smartwatches,125925.11418443458,66140.78327298889,19499.298447390007,56,448,33,11,3984.17774845089,16843.88858306766,25073.355075508407,2018,-0.007765174141066922,-0.0777999932072545,-0.22988513903903118
2011-06-01,East,Smartwatches,79770.4039796686,72894.35392379384,24266.253422901824,69,332,19,5,4921.354665456356,16614.007500532145,17006.986926118745,2011,-0.06226655713145235,-0.1232410294275198,0.1555281417992913
2013-02-01,East,Tablets,121749.11477361384,94988.16061856489,12993.83186853492,11,608,25,5,6630.341183332816,16139.325939577868,28553.84350810534,2013,0.5262441795411306,0.30309352515653876,-0.4645307768742043
2019-07-01,North,Tablets,133531.95863303333,83035.27097466981,23122.681697853583,78,548,6,17,4410.782445450966,15759.944238774093,23588.317027297227,2019,0.06040768354958548,0.2554322290371247,0.1858212109650832
2011-03-01,West,Laptops,101286.44013416053,60904.46157728821,14039.427771131272,17,176,46,5,8198.572928493946,14198.343174581112,49979.71927566321,2011,-0.14124559365092226,-0.06753209585197895,-0.23904673909962604
2019-11-01,South,Smartphones,146441.06787395378,80409.38564988217,22973.70720072981,60,927,42,1,9720.86200456612,17191.100667907784,48668.12624800788,2019,0.34658650942859004,-0.36173968983456306,0.479069685723164
