Date,Division,Product,Revenue,Expense,Profit,Employee_Count,Customer_Count,New_Customers,Lost_Customers,Ad_Spend,IT_Spend,R&D_Spend,Year
2010-11-01,West,Headphones,70797.49849722357,80987.13970124818,26262.376854909657,71,650,12,1,3610.169528372068,6306.0542838349365,47690.50989776714,2010
2023-08-01,North,Smartphones,102000.3747502712,108174.53590407429,19670.11914051335,30,439,10,4,8204.35165565677,19007.63441054785,18302.763083323887,2023
2019-05-01,South,Smartwatches,110348.8131545257,72350.97866877499,22610.822441836073,42,341,27,16,4240.084124198001,8582.282148454782,27271.46403301172,2019
2013-03-01,West,Smartwatches,97335.50494903451,78010.57035843442,19376.09078031406,10,320,20,5,1185.8667075453457,9209.551780165059,49604.558168386226,2013
2014-06-01,West,Smartphones,91770.33909514075,127764.59852914176,19670.744864244,79,757,48,18,1388.6581281129947,10796.265678874319,15139.635703409469,2014
2018-02-01,East,Headphones,135287.22632459938,76646.72105304984,23623.93989163274,65,775,12,14,7573.191064346418,14517.391434295743,29014.128911543274,2018
2014-07-01,North,Laptops,76282.75082569344,94298.32053375914,27203.572988863947,13,460,8,13,3447.1837417554802,12819.641778217187,27275.13441107205,2014
2019-03-01,North,Speakers,44725.723497801,88648.24792178995,14312.684651054351,31,979,36,16,3768.2582819501736,18929.223513240257,42399.778731648476,2019
2022-08-01,South,Laptops,132381.0806185969,115021.69280436842,18836.0627744158,86,939,7,15,6603.202415219921,13469.30983530974,16483.427760076447,2022
2022-06-01,East,Headphones,75479.05207820705,58540.314235435486,16990.316189054796,67,870,20,19,7673.583339233682,17855.555483634613,18860.40275939271,2022
2015-09-01,East,Smartwatches,94267.63923003573,56831.289248217145,14959.977330450422,53,289,38,4,6029.958260202483,6173.0569981589515,17022.131424895553,2015
2014-08-01,West,Laptops,92451.35689875501,63231.80567911123,14704.789584071092,66,512,17,19,7357.350172013924,17838.5294513059,16665.194427486524,2014
2012-09-01,West,Tablets,124634.96981397041,82591.68663530757,20124.75490850071,49,428,37,13,9469.475528602768,7965.697276544868,20311.480719250758,2012
2012-12-01,West,Tablets,128697.12759253735,64948.96529999004,14637.20014502863,99,875,26,11,8687.43950608448,10438.320435351812,31128.83479500396,2012
2022-04-01,South,Smartphones,74152.49091789615,47998.37210641174,14467.672581862818,65,321,35,18,3167.2328604748373,9798.299521382833,38275.69300927706,2022
2016-09-01,South,Headphones,127138.19256370801,66134.63547373544,19103.238031990615,72,943,28,11,9161.124829627628,10059.222915693219,25212.365275911638,2016
2019-01-01,West,Headphones,126768.20632432363,85528.75010717139,15102.761914876388,48,785,7,1,3675.3782972369104,18780.21652785787,27849.173259846193,2019
2022-10-01,East,Laptops,100387.0988184994,66446.06691470527,22542.97156533355,16,191,37,15,6945.2943317318195,11623.905837705368,41695.73921025959,2022
2016-01-01,South,Smartwatches,118650.85110639717,97136.1820259701,17604.270929963746,23,539,34,10,8872.446911703353,9019.52345309574,31008.738406306325,2016
2013-04-01,East,Headphones,120656.59907889512,63119.22891892234,14027.424805491857,99,205,30,4,6611.015145409192,9416.030047948901,33591.10916886556,2013
2011-05-01,East,Laptops,94951.44297548202,80212.15919037651,31628.60199346354,27,344,38,6,8255.765224982842,17050.046808313506,30718.942554950325,2011
2020-09-01,North,Laptops,96848.66884899356,74136.12353893789,9336.20955482917,64,404,26,2,9346.123979926964,13086.714533404109,41588.935043362726,2020
2015-01-01,West,Speakers,111786.56094148844,82827.20237738751,24281.523247783396,65,654,34,17,9702.433586005884,11742.456786148507,17339.274520924686,2015
2024-03-01,North,Speakers,67429.50066728378,84332.81223401954,21730.505724740266,97,869,39,12,4695.69637144014,18902.208285201796,49250.07382327402,2024
2018-08-01,West,Headphones,92923.86666970822,103777.94518085472,17576.274346599446,66,932,29,5,9934.913859350747,18950.115509363488,45177.131681333616,2018
2013-06-01,West,Laptops,75992.82507393303,90347.6894572877,15461.428624062559,67,697,32,19,3445.1304740615255,16341.773650478353,26010.406968783835,2013
2012-01-01,East,Smartphones,128471.56405998039,73688.50550880919,28642.098331173438,34,196,37,6,5159.6791955158715,12770.097709618463,26603.67628290922,2012
2013-03-01,West,Smartphones,92688.34750995346,89192.94110372513,30619.473572025578,79,576,27,17,7846.35003589128,6749.174600961256,43959.7544853942,2013
2012-11-01,East,Speakers,105527.47446186705,91253.72455078855,18535.948853092246,89,365,30,19,9731.38211129365,15619.247524195855,27822.585244434576,2012
2020-11-01,East,Headphones,95631.76128054979,110674.48818112111,17808.82225981962,12,674,13,3,1476.4722512040612,17226.684967363908,30326.532665529274,2020
2018-12-01,West,Smartwatches,94330.31829083533,77643.00130667178,25643.730779723373,30,202,12,8,9510.775270348417,17780.62501034664,39839.037892792476,2018
2024-04-01,East,Smartphones,104219.32575173242,78756.27420504933,18769.987490461957,41,353,41,5,9988.079478037924,13727.979125290296,25519.594209028066,2024
2024-11-01,East,Smartphones,85387.12670395731,99684.48944423313,22917.27312776716,11,554,37,5,9186.214971119429,14252.586363748887,28160.756576378495,2024
2018-06-01,East,Speakers,96030.35297064854,50022.189856001874,22790.075628166967,29,928,19,17,1975.4579385503855,15639.364123857737,11484.756942657457,2018
2018-02-01,South,Speakers,95883.14005529824,76930.43027490871,20186.623831935143,84,612,12,19,8566.302327254729,18108.933120977657,15327.203844439933,2018
2010-12-01,East,Headphones,91535.69400263418,90414.99760526085,20825.494677852163,27,765,25,19,6757.856232715886,5681.358624203933,28346.376133576057,2010
2011-07-01,South,Speakers,107821.13815490495,95708.19237433636,21847.969077523914,63,592,7,10,1085.7388542007807,13448.32918410317,11826.57950953447,2011
2018-05-01,South,Tablets,91060.08135971037,46859.727721160285,14557.081015135871,84,360,13,3,9859.385903198949,10536.442963587198,22280.52742667115,2018
2013-08-01,East,Laptops,132222.29964823916,59925.98642842111,16601.339095709354,45,134,18,13,2354.7135099989564,17497.388414102472,27489.7625057857,2013
2014-01-01,East,Smartphones,112579.28216081056,42609.64667998996,21128.806305721682,85,480,42,16,4571.3925723072625,7007.167124203477,14064.694260777544,2014
2011-05-01,South,Tablets,73013.79890517193,93094.08515788284,17728.60377143439,70,496,31,12,1272.4525363441899,18645.52033079379,12613.02141117607,2011
2016-02-01,South,Smartwatches,111017.55888077243,83066.85032076648,33886.763054584095,69,126,24,17,3785.6720334590973,6860.099175821727,10651.216062545604,2016
2014-09-01,East,Tablets,86210.40604984206,101285.20733236361,20662.89249754039,45,961,8,2,6114.931509936608,6339.900599306668,29412.90523059103,2014
2014-07-01,East,Headphones,102713.80350810906,80437.51159466284,11309.024799757291,53,405,28,16,9377.678101852041,10197.487917839771,15873.404456769826,2014
2013-11-01,West,Smartwatches,85376.09118745303,113614.76078966272,5930.278409660072,77,835,31,11,9913.28073556292,19920.86319031142,37543.8628853985,2013
2010-12-01,South,Smartwatches,56111.922252476455,65854.54481610433,24105.30067819642,75,798,16,1,4810.224475606139,14507.040823279205,29717.620146131198,2010
2015-02-01,South,Speakers,99565.33014143212,74492.91295832483,20706.3154064274,53,770,32,12,4853.654982335904,5396.578536600031,10757.483106338523,2015
2016-08-01,West,Tablets,71311.6848230408,86192.45668544693,27203.402645589766,86,680,39,6,2443.0908861745393,8738.966592772047,12361.391926211258,2016
2016-11-01,South,Headphones,108394.30777462649,69308.69315438173,16780.002785790144,99,264,28,19,5485.230069945058,7237.480785937789,46711.34023903654,2016
2010-08-01,North,Smartphones,103495.69651613041,86257.49044734257,19397.055900310443,38,357,35,5,9460.729141850576,5015.0636163056115,14973.390423816312,2010
2022-05-01,South,Speakers,87922.30912118839,78340.20975571178,21396.06683462458,57,201,7,3,2488.5654169734294,12724.111565200355,40292.96048433085,2022
2016-09-01,West,Tablets,136510.74076047976,77466.16592657476,19224.697617499824,45,554,34,18,3398.259187860012,10716.615063738996,19850.857248493667,2016
2019-10-01,North,Smartphones,75214.2506539124,78120.75623133779,18811.290962823667,17,292,31,18,9021.860863468522,14199.203635083897,22862.654759079975,2019
2012-01-01,East,Tablets,87513.24697487667,90581.00044960993,23627.993756931013,14,870,21,12,6637.87552444554,8245.463464859602,10991.635790812206,2012
2017-05-01,West,Speakers,77586.16835232504,74856.64427582045,15831.102326737284,87,997,10,18,3974.5651416307746,17465.796298762856,32245.94297439621,2017
2010-12-01,West,Smartphones,140826.32064518443,63200.79707260365,22678.40411768577,56,909,47,10,8314.704686476281,10747.447342685937,28681.78018452253,2010
2021-11-01,East,Speakers,127044.88283292156,81007.53494351565,29142.54121507056,52,398,22,4,1980.6772753189898,12243.570450795472,39798.181664839896,2021
2014-11-01,West,Tablets,71557.56271339138,70491.26230165089,28275.690668998737,19,120,39,19,8725.162292483512,15987.289084342381,46227.57200524355,2014
2022-10-01,South,Smartwatches,83488.37916692819,65011.8235311077,10970.615021261807,19,144,31,4,5662.014993890286,7492.47684269423,31908.35196772659,2022
2019-01-01,East,Laptops,84166.82683089803,54035.20830329585,17551.09336691358,15,579,21,11,7812.409873560559,8935.150714230218,48090.670336372394,2019
2012-02-01,West,Smartwatches,88985.45964474289,93966.98340631556,21452.85893046073,25,595,15,3,5665.524324095125,7321.279937946059,15925.890466596145,2012
2013-11-01,East,Speakers,79144.3869233337,89937.48323446566,26389.47449584068,69,887,42,15,3216.456297090761,16521.224193384398,23785.825148661246,2013
2012-08-01,East,Speakers,87884.97925977423,101111.19376947387,21049.489919578016,35,782,41,16,6767.6376050584995,6462.827216452739,43193.67090847011,2012
2010-10-01,East,Speakers,120097.44538119996,80041.62574748034,26398.8507688577,30,789,46,12,2393.1202240611183,12335.044436922391,32132.577469765656,2010
2011-04-01,North,Smartphones,138938.24672157975,96178.27619479537,16653.098840979852,67,322,38,18,3068.8339109335843,16248.64456508645,31878.85972371276,2011
2022-01-01,West,Headphones,69112.03642245154,65844.98277531237,21648.98436699832,50,398,36,6,5943.931021108203,12616.427543949088,28415.433110808808,2022
2022-07-01,North,Speakers,79177.85753465575,51378.314125260375,21774.82628039417,39,580,47,15,4509.852231791974,12630.153439005426,10746.64934971692,2022
2012-02-01,West,Smartwatches,104271.18888760467,68725.1616483441,26566.718176757982,14,123,39,2,7706.820567584967,5955.121217533438,13213.612128945455,2012
2017-02-01,South,Laptops,68393.88720767898,76910.84507434603,24542.77901829326,19,437,32,12,6252.152297874564,16742.918185347546,13580.58634916425,2017
2021-03-01,South,Speakers,104788.6404278245,85406.83516146206,23450.00719710102,20,183,26,10,4432.016148480215,14060.115342274044,17578.331271794552,2021
2011-02-01,South,Speakers,110802.05574259459,99212.80404654378,24246.6491644116,72,159,20,4,3940.569413512434,15012.6959207699,13771.040543489837,2011
2016-07-01,West,Speakers,114013.05100053949,84831.20569071472,13951.99579704709,16,387,46,8,9219.185037711884,16486.99374372221,14264.152707684694,2016
2019-09-01,East,Smartphones,110242.89052992473,113860.95137123132,19142.691299257494,68,733,44,15,1360.7439576458062,13409.267028056098,35475.623815235536,2019
2010-07-01,East,Speakers,89295.02905687196,81797.30035446798,14975.463068599387,21,616,16,19,7219.279352656948,12629.344943874423,14733.887298944728,2010
2021-05-01,North,Smartwatches,96366.6087706659,81511.03175155987,16734.399995052925,73,997,9,16,4527.087210059502,14947.478609550262,28601.31266412273,2021
2019-07-01,North,Tablets,76409.4482771341,85073.03958306862,19131.277347613865,50,253,30,13,4396.219071070603,18500.1225423395,12525.167835425236,2019
2024-08-01,South,Headphones,109286.77309275253,85684.28727678629,8718.0142116971,69,380,30,15,6866.890959563027,14577.45844634044,20776.282023757143,2024
2015-12-01,North,Speakers,132067.20534270242,85468.82756700035,19311.59905061251,81,533,17,14,8654.182779194463,16824.826261326634,46973.97157820257,2015
2014-11-01,West,Smartphones,109244.01798134777,61516.22007387645,16085.908682142055,37,441,28,15,7519.710207880621,12204.07627787068,11240.272954709955,2014
2016-10-01,West,Smartwatches,86099.98528345893,92782.89122744025,14719.476753759669,89,185,48,12,7031.001414205194,13843.579107471563,45078.47092356271,2016
2019-08-01,North,Speakers,119895.83705398452,117585.27976553723,20479.28440149725,72,686,7,11,5465.822050372571,7702.244660490973,40384.37030691838,2019
2023-11-01,North,Smartphones,147312.93389557872,66755.24027738583,18056.329891114936,12,878,36,3,5222.606175219699,12327.77068890398,46836.64487980439,2023
2022-02-01,North,Tablets,104862.99543227229,79381.4222654422,21707.508698376576,41,290,27,14,5146.437479381887,7233.348754573222,41474.86316890188,2022
2018-07-01,North,Laptops,111089.45687709335,59408.137379310734,16755.887619569883,30,351,41,2,2309.0271695616857,12005.321692522231,43047.16105530154,2018
2011-05-01,South,Speakers,113554.02188132088,91278.81964105458,19122.001256903422,64,167,42,18,6035.526895347597,5974.275254707894,14308.955191652904,2011
2011-02-01,South,Smartwatches,67910.85468296525,91264.40841123316,32293.421871683062,27,964,49,3,3839.178502630095,13643.110655717355,43421.84663186757,2011
2023-03-01,North,Smartphones,91777.5565462943,57439.49952183865,23115.505954049193,62,245,42,9,6564.051066028112,9301.03170919868,29084.84018237301,2023
2022-08-01,West,Smartphones,89722.67156939054,60313.21785792112,15769.638933529637,84,975,17,11,5809.017228619544,17624.657656837466,24063.163112211856,2022
2018-12-01,South,Speakers,116697.33297791897,48775.032067645014,26197.160933491417,70,733,19,3,9459.31775825273,10643.95592665225,16154.321549384658,2018
2013-09-01,West,Smartphones,114367.38615788164,103555.69361874962,27742.041565052743,59,653,6,5,4914.37118851051,18766.598765120725,10026.78673202861,2013
2018-02-01,East,Laptops,97585.26514534104,67419.25125776022,22993.408483268395,17,927,15,9,6979.5748721135615,12093.314571476949,35705.164104291776,2018
2020-11-01,West,Smartphones,88522.4388198257,77986.83197856184,16090.217776231877,21,761,20,10,6335.223028209109,17733.09525085325,39040.884600587364,2020
2013-01-01,North,Headphones,66268.08080586433,74500.18920953615,25164.90171377196,60,673,22,6,7159.552821136822,9459.071978840217,25523.54978116176,2013
2024-03-01,East,Headphones,99691.74942783476,94826.72032768812,17113.438753134236,75,354,38,6,3402.773728955637,11774.031771114991,16569.774814159187,2024
2023-12-01,South,Smartphones,80908.63770442331,89903.33657597673,26754.234602003482,50,230,14,11,3315.2404997674153,14504.98276618579,15782.633352019211,2023
2018-12-01,South,Speakers,78429.97320843775,89102.3138705102,18795.406094063157,31,938,17,17,6037.10160606168,8879.763350246492,16729.51122162675,2018
2013-03-01,East,Headphones,118525.37528245173,67819.15712183996,18602.42480453398,18,476,36,2,8641.554232270162,14859.924897154686,12248.33225953434,2013
2011-03-01,West,Smartwatches,116438.39590093568,90218.46913901546,22620.286762230644,87,631,12,9,7480.0781532702385,9329.035413621898,24385.917181637386,2011
2019-12-01,South,Headphones,90228.11683801,93926.5608642134,27051.32920484129,88,298,11,18,5400.412297138922,12264.390095554783,34646.4556984383,2019
2010-04-01,North,Smartphones,68619.11437384732,89775.45552171039,31841.091876959523,20,938,21,5,3295.849898787707,5350.547034266348,27884.28866019853,2010
2017-09-01,East,Speakers,83483.76839512587,60664.06802557941,20135.073128841002,22,320,45,6,7834.125034909187,6172.73483275686,15019.244542207261,2017
2022-09-01,North,Tablets,119865.07922654385,63053.84501403071,17951.633626401926,65,509,31,4,9336.215778514055,8406.517872046667,42645.98063394492,2022
2021-09-01,East,Speakers,109354.37233952482,106056.85785273551,15896.646070222982,37,742,12,9,2917.182888863851,17097.39503990271,21482.24880271466,2021
2023-05-01,South,Speakers,90563.90405155285,109159.1884550076,12590.627365891747,98,270,33,5,8191.8434909145735,14905.762901774044,34107.195706165265,2023
2011-04-01,West,Speakers,101175.06353753814,78950.34244481564,14969.816132112699,73,244,41,4,2552.009756340205,18401.721905964187,19827.353438476377,2011
2024-02-01,East,Smartwatches,58503.561640863605,78930.93151477228,21178.198242923136,73,587,31,9,9107.046804490814,18570.66380846248,33799.616777049225,2024
2018-12-01,East,Laptops,56989.512259304356,82361.22209799329,25273.25746256393,79,951,41,18,6778.449044972255,10620.071030093866,15186.283481466886,2018
2020-06-01,North,Smartphones,139542.53041042117,88685.06050970223,15481.298331763974,64,453,28,11,2629.090038355435,10512.963592631546,36219.99468867117,2020
2014-07-01,South,Laptops,110130.5243667931,58362.45343514722,23935.658922268605,46,280,49,16,1326.3357591725164,17536.145743981233,32926.56380455915,2014
2024-02-01,North,Tablets,100033.24128518508,83456.28251545501,15690.490041376801,42,260,20,2,7251.5466425656605,11396.649051027052,30771.718018367515,2024
2012-10-01,South,Laptops,92060.87631983476,64538.727579395265,16298.294559418013,34,563,30,16,6454.9164164756185,17858.019572874153,18683.537311226813,2012
2023-02-01,North,Smartphones,64763.320209370504,79696.37787967267,14652.257787654573,32,159,35,19,6501.860348560653,12588.947539309458,31166.34691532838,2023
2011-01-01,East,Smartphones,119864.28254972179,66742.54590756704,26659.200801120234,69,314,31,10,5340.357270817105,11370.696863525027,45884.181537408724,2011
2021-09-01,North,Tablets,77262.22473739205,70275.74436045416,28032.02170738329,65,679,30,4,6529.98829067872,9186.048466737942,15010.602899492498,2021
2011-06-01,West,Smartphones,114083.65290666965,82723.81116061738,16354.435503899134,72,972,47,12,8859.007832399562,6897.302666845584,38149.04986679033,2011
2023-04-01,South,Tablets,102640.01531085123,70740.44494971776,15954.295693453081,17,291,19,9,9568.014234285996,12888.53461216898,14548.50322072137,2023
2017-12-01,South,Tablets,98958.11071753026,63517.256584989744,23112.856608210295,26,587,19,13,4100.571610881865,9878.376729362655,23526.167259464837,2017
2020-03-01,East,Smartphones,73952.67361870795,101802.63952932539,28640.155985186957,99,324,27,5,5390.847713335036,8741.603329781228,37353.232771995084,2020
2013-03-01,South,Headphones,74218.99990654789,63731.85834512892,28069.595498854473,66,491,29,2,3457.2508905551017,7544.902494276098,32409.24270932253,2013
2013-10-01,West,Tablets,107798.68772625177,45343.14891717255,18074.700650089642,84,808,48,3,4704.268143522788,10829.331817566079,37130.545533100245,2013
2012-05-01,North,Smartphones,101584.33648840037,88531.47194374638,19082.26016822589,71,260,8,8,8162.996987242121,13338.091423163189,48534.31955839367,2012
2015-02-01,East,Headphones,100943.34146526757,75654.8013504446,13842.292263098945,20,860,40,6,4824.9022457350065,17555.389461856026,48784.39964561862,2015
2011-04-01,West,Tablets,105720.83185027375,79559.9359207046,18018.31141438043,76,554,20,5,4524.763712750502,17302.850053078902,46594.7562573943,2011
2020-01-01,South,Headphones,61265.13019745916,82372.74504195394,20483.159005821115,49,210,44,4,8650.99993556053,17825.951317636594,29793.20466670298,2020
2010-10-01,South,Smartwatches,120302.87679880974,99059.82316538609,13251.118666196977,49,158,25,16,1011.4512552531545,13643.504234436425,23641.6669262972,2010
2023-02-01,West,Speakers,92882.00518771286,107956.97299852934,17275.0611911505,65,644,44,8,8669.692686300914,13393.248906969384,21183.69235510099,2023
2022-09-01,North,Smartwatches,123392.90044240875,83801.66973632734,21111.0721431672,62,652,47,12,2632.671694707212,18577.12504176621,33027.570229905905,2022
2018-07-01,North,Headphones,59833.51990428317,62364.09407446322,12400.127173633598,94,772,21,5,3470.607775383708,9328.203685949084,28143.16253134796,2018
2016-12-01,East,Tablets,111380.5201105486,82189.45262626538,22345.297571480838,37,128,7,5,4254.481616808625,7181.758281562677,49780.98769731146,2016
2021-01-01,South,Smartphones,111191.58595588522,88837.7322555539,25101.971746078936,95,866,11,13,8925.87007768159,6241.6215838575035,31423.00904022557,2021
2015-05-01,West,Laptops,70277.34653286685,95054.5346520333,22850.150468772037,51,284,16,11,9178.133867594392,18215.669502645003,23159.370620113146,2015
2024-09-01,North,Smartphones,87214.87764795727,82059.40813023983,17516.037652082847,55,972,5,11,6950.607015685047,10576.598237889935,35438.321803051236,2024
2010-03-01,East,Laptops,78809.87208099602,71591.8837980834,25859.98363731127,27,323,47,19,4954.985781063515,12480.894046517333,11748.70054565905,2010
2024-05-01,South,Laptops,117264.25245010505,66398.18369064566,26937.233616865138,32,456,41,7,5645.150292924069,17045.90069307697,14431.46089138302,2024
2021-10-01,South,Tablets,106177.76965778485,78251.68871695895,21588.944826814895,35,591,10,17,6223.614483052029,10597.520673025901,36546.51898921426,2021
2019-12-01,East,Headphones,131976.97651803508,57484.93328152143,20745.192112004606,38,832,27,5,9585.917240890916,18019.321258906115,14933.627047703281,2019
2023-02-01,East,Smartphones,104059.07868563931,85915.71290868439,16901.46475066083,61,931,29,6,9722.504801403027,9825.468045451504,40216.44365859579,2023
2015-08-01,North,Headphones,114644.88373779115,82659.74218210122,17966.616210155873,84,697,29,18,8625.996351521726,15985.73339506583,12476.330182885089,2015
2022-02-01,West,Smartwatches,123440.21482761015,82585.19340657035,25360.876315858746,55,677,7,18,6253.558360019724,15010.549077309695,33755.58356788433,2022
2013-01-01,South,Tablets,111088.53453015455,90764.40226726478,29246.93342134627,10,213,8,9,4516.610268204473,8020.1915788800015,37139.282429042636,2013
2022-09-01,West,Tablets,92316.33594096442,101764.56438109865,17925.11342692309,72,477,34,18,3072.519250172884,6867.467079722075,41183.78070663666,2022
2024-08-01,South,Smartwatches,88594.11109476928,78943.53159431944,19143.506643117325,25,876,37,19,5810.102743048665,6673.320100684743,45427.95854303702,2024
2016-01-01,South,Smartphones,98405.33144942926,81153.99913669516,16763.809016753028,34,384,33,17,4110.678036825564,14763.70753565738,22489.449086795285,2016
2021-11-01,West,Speakers,115931.6757962018,74455.01978036236,17845.93629725559,71,196,8,9,1654.700478770093,5194.156415192711,38766.57821652072,2021
2014-01-01,East,Smartwatches,84677.93876294098,88272.6685977533,13709.981918000882,91,941,18,1,5285.9868254628045,14910.112791754094,13229.185328554664,2014
2020-01-01,North,Smartphones,113043.07052359397,79885.75498881671,22145.819967244064,89,223,25,18,6139.775649792346,16729.48652237805,43191.78757379107,2020
2017-04-01,South,Laptops,106452.6463662061,97325.89501578259,13659.431810244356,92,255,11,13,6501.83629575962,9537.653463814277,45609.16099418617,2017
2021-08-01,East,Tablets,74933.87753601038,97010.70391297768,17258.78219276377,25,209,25,8,1664.324928793468,16185.507464725857,39946.309598808606,2021
2013-01-01,South,Smartphones,112070.70518380855,84741.12510112769,19694.356851247558,78,152,11,14,5347.991639405802,7480.7943356750475,21253.177811065027,2013
2015-01-01,North,Headphones,102838.42025704705,78805.82840960537,13429.795840403674,79,273,5,3,6903.217452243475,19407.364211383865,12493.741609028546,2015
2024-03-01,South,Headphones,88989.51577619414,75901.28828791031,16130.678318643211,43,778,38,4,9649.576627823062,8480.992827231119,26864.226073326707,2024
2020-04-01,North,Tablets,102548.57145428538,87205.49786181164,14373.212345077709,89,687,27,11,1225.4122763961464,12325.475656791463,20825.42465924692,2020
2013-03-01,North,Smartwatches,89766.97953431858,87245.39988586283,25498.053686534768,62,413,7,7,7086.540713017941,19707.44462864855,31207.653384521498,2013
2015-03-01,South,Speakers,104953.44129379553,75895.5089023488,27123.376944365173,32,825,22,5,1561.0366900238014,18607.069636529017,25754.45269147628,2015
2013-10-01,South,Smartwatches,96640.79260706894,84326.64838591995,16053.448839017485,52,793,47,2,2429.591385015778,14891.977366210984,15439.580788290565,2013
2017-04-01,North,Smartphones,69401.51535980767,68386.67086767664,33816.57336192798,53,489,16,6,2559.77174502765,10537.891380447332,43467.35683911936,2017
2010-11-01,East,Smartwatches,97239.28756235518,86763.93679318193,15329.816087221767,41,144,18,5,3959.8519325957686,15501.325044197125,44586.67362071525,2010
2015-02-01,West,Tablets,91146.3220913838,69647.14919162272,17883.6949453192,32,762,45,15,8481.691310552738,11904.103340016114,42525.809505782876,2015
2016-05-01,North,Smartphones,112711.7270859759,91580.5347113513,22464.56788772747,29,216,32,11,8706.135294447799,6632.599423397764,18414.280875824494,2016
2022-09-01,South,Laptops,117595.36991891489,75249.28503290811,22936.45198101983,28,221,46,5,4374.567213860724,16939.665331377524,27139.699580061937,2022
2014-04-01,South,Smartwatches,89819.9647633898,105107.66389652055,18404.896693245355,81,581,49,18,4881.725445265676,18074.173429628587,16858.639856051755,2014
2010-04-01,East,Smartwatches,84212.09046828497,80586.46993400603,25471.216469214327,38,269,28,8,2953.276408958238,11114.103996001973,36608.17914045176,2010
2014-11-01,West,Speakers,66396.91904482078,83569.47337849833,25993.56759732524,27,777,28,11,4892.624119515806,14985.894653882608,42199.19369906372,2014
2015-12-01,North,Smartphones,83719.25753965185,59020.07142315695,19961.625302391065,78,499,7,17,3473.5098911660257,5455.439710551885,33261.43717200889,2015
2022-04-01,North,Headphones,93534.6245121546,101098.14720765012,19249.486000591332,21,941,13,14,2573.9438071961117,7958.752191195148,31844.391902993804,2022
2017-09-01,West,Smartwatches,73214.73327691572,79430.97956558563,16947.286593113742,19,760,28,2,2426.2126261676012,13553.95883500168,38599.15452235754,2017
2015-03-01,North,Tablets,117862.7318466044,106092.56894807096,14798.762881606208,46,599,6,7,7980.824362464231,9111.239352773613,14542.303887849912,2015
2014-06-01,West,Smartwatches,105243.23920881389,80723.65532126334,15997.69247590939,90,173,44,18,2052.5175149402708,19165.453869207733,19906.28019217265,2014
2019-09-01,South,Speakers,97591.66571960202,76788.0962259678,22722.657792035217,64,248,32,1,6544.310244570598,17555.66191748719,22547.150439086712,2019
2019-02-01,West,Laptops,99666.5739120973,72327.8951558848,20003.516618012607,13,636,11,15,2507.3381197048384,14825.093195246007,31300.229367428106,2019
2016-02-01,North,Speakers,106120.89907170225,89632.74192649295,18778.97334250273,72,991,13,1,8540.554771945292,19982.597115152494,49041.07706111428,2016
2018-11-01,West,Smartwatches,112661.89955739018,87811.35160072192,17144.878902735516,99,160,49,17,3470.203613231143,8648.7183858897,44520.49761330827,2018
2014-09-01,East,Headphones,116180.15273694531,59989.48056772235,17252.9915742255,21,965,43,7,1404.0413517177938,18786.905561738124,19881.804059615326,2014
2024-01-01,South,Smartwatches,93817.38009373838,71466.64385565088,19774.259124197135,27,153,43,16,5068.658427885217,9568.601585150285,19319.386160280774,2024
2010-03-01,South,Smartphones,97161.30106431426,90837.26365349101,19379.428699429358,17,322,37,2,9998.17401530766,13948.92129075044,27425.92461337441,2010
2019-12-01,West,Smartwatches,103459.40211888327,70332.86344676926,19994.798937995925,41,830,38,15,8318.2339204916,11515.508095591034,48985.90371955769,2019
2010-06-01,North,Headphones,96344.77344030737,67744.44603525804,17776.896861131318,93,572,25,11,6132.362432979191,11648.218912205386,16098.15223691069,2010
2010-05-01,East,Smartphones,117446.34831773741,82943.65775353093,16645.937950773994,58,415,33,2,2704.949276215788,16437.650362052944,48277.72121813394,2010
2010-05-01,South,Tablets,124546.44876276195,81307.17504074892,20042.122353474002,72,269,31,11,2057.545339017265,10213.15129885543,17616.763997892933,2010
2014-06-01,South,Smartphones,106881.46629056323,73040.19072903243,23248.984964340867,86,800,21,16,8546.954854914366,12612.92575161442,45457.4231124823,2014
2013-11-01,North,Speakers,81836.16717413525,106510.79498989227,17457.039258460114,68,131,46,2,8089.36664883325,8175.70401939519,43211.477301975814,2013
2024-09-01,North,Laptops,110168.0224166415,77764.84075522098,8063.209358631815,96,152,27,19,5159.697086534192,16452.07338999956,45292.82742859976,2024
2010-09-01,East,Speakers,107673.98108421652,61025.08765608439,13162.632079033076,76,238,49,16,4792.687181309389,13278.972999091764,45670.54963022674,2010
2018-03-01,West,Smartphones,80159.15949365006,55716.32454541221,25371.255547783672,48,473,25,8,7738.055103477226,8825.953958904529,18725.447050676623,2018
2011-08-01,North,Tablets,107651.99918657454,95337.14191379095,24968.690081406792,59,146,12,5,5824.338842545184,8989.026221220458,41148.06847174182,2011
2020-02-01,West,Smartwatches,89116.18962707976,63539.10879036521,23233.788907171678,94,189,13,8,4637.523265189922,9403.051700509664,37282.864425924614,2020
2015-01-01,East,Smartphones,114921.87630154565,80456.62339142221,22563.319391819186,80,927,37,14,3265.4877044304353,15489.379253763394,45156.85131069453,2015
2020-03-01,West,Speakers,110005.410436,66890.33701597813,25088.541324665006,35,135,8,14,2103.0715441457614,13926.380030095013,29612.52529902066,2020
