Date,Division,Product,Revenue,Expense,Profit,Employee_Count,Customer_Count,New_Customers,Lost_Customers,Ad_Spend,IT_Spend,R&D_Spend,Year,Forecast_Revenue,Forecast_Expense,Forecast_Profit
2016-03-01,West,Tablets,95749.00173158816,99656.7733256516,17242.907503511415,72,275,28,4,2194.500099655135,17862.436125540473,25925.84936911652,2016,100536.45181816757,102646.47652542114,-2110.0247072535713
2022-02-01,North,Smartwatches,72636.45584149193,93321.42596484926,17906.97735000341,71,620,47,1,9112.803369416464,17143.269516454013,12782.60023547604,2022,76268.27863356653,96121.06874379473,-19852.790110228205
2016-04-01,West,Tablets,94037.89189568404,73742.94048545344,27093.16782125984,51,889,41,15,7345.118330877153,17841.219035712456,48882.96916987345,2016,98739.78649046824,75955.22870001705,22784.55779045119
2010-09-01,North,Laptops,97102.23195338208,83274.75789605487,17337.52371223503,33,482,13,17,2514.566220553489,7618.995778703644,12649.33634675914,2010,101957.34355105119,85773.00063293651,16184.342918114678
2016-02-01,East,Speakers,81006.3085335149,95102.45814369604,18995.99177472525,44,357,42,6,3218.5440608192307,14751.26917172234,18075.634140003134,2016,85056.62396019064,97955.53188800692,-12898.907927816283
2022-01-01,South,Speakers,99235.51597685872,100163.31849199784,14290.18202756827,86,446,11,5,3419.7718520904277,19351.130572871614,27121.265457435155,2022,104197.29177570165,103168.21804675777,1029.073728943884
2010-07-01,West,Smartphones,78752.42065841035,81563.88963523082,18610.29795423085,64,371,27,1,9670.007685344664,16748.767468575068,47336.23318700952,2010,82690.04169133087,84010.80632428775,-1320.7646329568815
2024-06-01,North,Speakers,122266.6467269434,71219.60908283896,22365.022752444,58,360,29,16,8975.594472136323,5050.855681965373,17149.4865284869,2024,128379.97906329058,73356.19735532413,55023.78170796645
2021-09-01,East,Headphones,108516.4893835832,101964.02683332544,18517.41872446157,86,495,26,14,4117.106188383098,18234.59917331767,25991.139637132863,2021,113942.31385276237,105022.9476383252,8919.366214437163
2023-12-01,North,Laptops,90807.92622323372,81420.78881170457,20123.177761049745,68,791,47,5,5199.732552638208,15586.697749929412,49572.68232813157,2023,95348.32253439541,83863.4124760557,11484.910058339708
2024-02-01,North,Smartphones,103776.8121565217,77792.02990238619,14235.329497937582,92,253,11,3,3567.5192343075773,6830.930838802056,34081.90504679543,2024,108965.65276434779,80125.79079945777,28839.86196489002
2021-05-01,North,Speakers,77898.204752837,83948.19845542895,17214.762237539824,31,626,10,3,7683.837921956492,9707.338740650644,34583.33094646732,2021,81793.11499047886,86466.64440909182,-4673.529418612961
2024-10-01,East,Laptops,79926.14473761473,97320.90079602804,30660.89262047023,94,166,40,12,2450.8823492737783,6762.722184978567,48965.17469827065,2024,83922.45197449546,100240.5278199089,-16318.075845413434
2012-03-01,South,Smartwatches,87322.90723445555,79418.01928337578,19330.164521170245,70,940,26,18,4047.5284972222016,15947.157466958415,30243.927620773626,2012,91689.05259617833,81800.55986187705,9888.492734301282
2020-02-01,South,Speakers,96161.43859181798,94789.98900404412,21814.62729361458,89,798,39,9,6454.940226820439,5052.858296151807,10102.429781372271,2020,100969.51052140888,97633.68867416545,3335.8218472434382
2010-05-01,South,Tablets,102824.03624978047,76871.86768249037,15989.58350439515,39,447,37,17,8896.100304916123,11967.832721118775,11239.185738722304,2010,107965.2380622695,79178.02371296508,28787.214349304428
2012-05-01,North,Laptops,102903.12733792012,89135.83019366229,20258.616923833557,78,162,25,17,6719.952318657549,19997.13460167986,37255.92533965211,2012,108048.28370481613,91809.90509947216,16238.378605343969
2023-09-01,East,Smartphones,73624.44667005399,65778.67420433305,18646.81465868228,69,455,15,18,9457.538034152063,17766.958000004055,18460.4491392258,2023,77305.6690035567,67752.03443046304,9553.63457309366
2023-10-01,North,Smartwatches,98385.42234215685,96044.14118684833,25501.429145412578,15,380,17,3,9377.283537226142,13808.325717768232,29139.229431042582,2023,103304.69345926469,98925.46542245378,4379.228036810906
2016-11-01,South,Headphones,83638.89358836891,69859.37593845368,25263.982331103987,94,140,7,18,7464.695167279237,15409.0121605699,32054.89025015894,2016,87820.83826778736,71955.1572166073,15865.681051180058
2021-04-01,South,Smartwatches,31820.665250987324,86889.30646531042,25792.16910285733,20,639,17,15,3508.3173497095045,14054.581863684823,36694.00451071301,2021,33411.69851353669,89495.98565926973,-56084.28714573304
2019-01-01,East,Speakers,161511.71063045898,57701.47660610103,20401.47525684344,33,466,45,1,7147.7116388713575,17162.689202880443,13349.866093982406,2019,169587.29616198194,59432.520904284065,110154.77525769788
2015-05-01,North,Tablets,84026.98548094177,80372.21496974763,30199.2428737032,88,376,38,3,2734.639338259872,18289.772354855435,40401.74729306878,2015,88228.33475498887,82783.38141884006,5444.953336148814
2017-02-01,West,Smartwatches,85136.95691710389,82821.84787792216,24018.92700498446,60,320,32,7,3998.8423240993848,16498.885744586914,46806.72059859511,2017,89393.80476295909,85306.50331425983,4087.3014486992615
2022-01-01,West,Headphones,73071.27755278816,69780.11268586456,12852.321067745594,28,828,44,10,7821.094710285502,7729.437943184017,20229.821466471934,2022,76724.84143042756,71873.5160664405,4851.325363987067
2015-11-01,South,Smartphones,78850.14090605652,78353.38041349736,27712.395793822165,59,833,38,9,8655.687393120033,10587.820983779911,25217.84303834972,2015,82792.64795135935,80703.98182590229,2088.6661254570645
2013-09-01,East,Laptops,96226.55370171768,83931.51254776672,19971.238365690653,90,160,36,9,4750.919993042142,16766.123182291085,39752.72622307744,2013,101037.88138680356,86449.45792419973,14588.423462603838
2020-12-01,North,Tablets,127036.26648240056,88449.02978817391,25692.321288662028,12,202,27,8,5710.931896818345,17347.663700909765,19937.62650708783,2020,133388.0798065206,91102.50068181913,42285.57912470147
2012-12-01,North,Headphones,96113.0265690464,81502.14662847629,14735.959433741002,12,284,28,6,4475.195768737307,14432.041013512708,31689.78255624935,2012,100918.67789749872,83947.21102733057,16971.46687016815
2015-10-01,South,Speakers,93528.75381530653,99986.6574211745,19643.91897588592,40,246,5,1,5313.701837727543,15712.178315594916,36397.873453776185,2015,98205.19150607186,102986.25714380974,-4781.065637737876
2023-03-01,South,Speakers,124005.47954042775,97373.93443370052,23749.77733077174,56,174,28,16,5612.388718931266,7617.478443957792,45170.958436683504,2023,130205.75351744915,100295.15246671153,29910.60105073762
2011-07-01,North,Speakers,89512.06938929833,79540.68302904766,21219.84923568337,17,572,7,10,7226.51018038902,10589.987107719784,23814.629655438628,2011,93987.67285876324,81926.9035199191,12060.76933884414
2018-12-01,North,Tablets,100422.98791151332,60045.03720579945,19252.94847534408,26,100,21,11,7754.720179931068,13019.544222662533,29705.929244188723,2018,105444.137307089,61846.388321973434,43597.74898511556
2023-11-01,South,Smartwatches,81568.59869574037,72693.8567771172,7708.220053819801,54,515,11,12,9775.146183816158,19755.626090292288,17383.976269953702,2023,85647.02863052739,74874.67248043072,10772.356150096675
2017-07-01,North,Tablets,133702.6700190514,46563.111559134704,16300.752102158982,69,568,14,3,4938.863572966968,16988.233853534504,22304.41910501583,2017,140387.80352000397,47960.00490590875,92427.79861409523
2017-06-01,West,Speakers,120970.20480071692,77253.0520808099,15113.982798740886,84,464,23,6,1748.2584513022289,7889.296547091049,13797.45570834933,2017,127018.71504075277,79570.6436432342,47448.071397518564
2011-07-01,South,Headphones,96940.25260933266,101026.30163456051,10693.043384036131,30,944,28,8,7193.4970286536345,10286.098106665071,17905.50980093545,2011,101787.2652397993,104057.09068359733,-2269.825443798036
2013-03-01,North,Laptops,92011.13436258548,91865.13064659828,16452.900552648367,79,773,13,13,5484.470323582324,8253.474392449496,23848.453094379773,2013,96611.69108071475,94621.08456599622,1990.606514718529
2020-06-01,South,Laptops,99363.21086726522,81252.65824851458,29293.5759526358,30,116,19,19,8569.195963116439,7283.886336755908,26970.87290684682,2020,104331.37141062849,83690.23799597002,20641.13341465847
2024-05-01,East,Tablets,97232.348427784,69088.0354148911,25788.093405249063,67,609,26,8,2318.899029405865,6799.701364547731,38275.100349633605,2024,102093.96584917321,71160.67647733784,30933.289371835373
2021-09-01,South,Speakers,69063.60669354654,81834.56435132785,15824.091693321045,64,854,21,13,6804.225965485647,19485.545613391398,28337.956850559185,2021,72516.78702822386,84289.60128186768,-11772.814253643824
2020-06-01,South,Smartphones,121653.34902850748,111968.41214148008,17058.394825199513,37,538,23,4,5133.325472329838,18599.503490259733,11961.965690397665,2020,127736.01647993286,115327.46450572448,12408.551974208385
2014-10-01,East,Tablets,95457.24439511228,102315.47905781864,17068.63587208599,90,978,13,3,4773.727258899005,12248.663988723503,40229.815145335866,2014,100230.10661486791,105384.9434295532,-5154.836814685288
2022-04-01,West,Speakers,137966.8075209229,77745.571090983,23780.260103759512,91,630,42,3,6083.79347610621,13228.16950975997,31311.87318963,2022,144865.14789696908,80077.93822371248,64787.2096732566
2015-01-01,North,Smartwatches,108436.31421525164,57770.79480390984,22024.99099591418,84,941,23,12,7157.644615268738,17579.34124868318,47576.33836648277,2015,113858.12992601423,59503.91864802714,54354.21127798709
2020-07-01,East,Laptops,49578.26699740614,113121.44443293246,16439.407322837433,55,158,12,5,8658.347013412993,14732.57539391384,35409.60257995923,2020,52057.18034727645,116515.08776592044,-64457.90741864399
2018-09-01,South,Laptops,74367.53100301899,69067.40061868836,17016.777935525046,53,812,10,6,3116.0042905451446,15989.868753669967,31357.27216011999,2018,78085.90755316993,71139.42263724902,6946.484915920912
2023-11-01,North,Laptops,57078.89786563478,87951.13006399077,25406.43396330227,98,214,42,18,3637.85253966354,16867.128041321906,21777.154474415314,2023,59932.84275891652,90589.6639659105,-30656.821206993976
2010-01-01,East,Smartphones,74119.03891362203,56619.24701460794,27621.92284768243,34,302,49,14,5937.233689930481,12245.431360127706,19458.415745987862,2010,77824.99085930314,58317.82442504618,19507.166434256964
2020-11-01,North,Speakers,67327.9665162124,75153.72904708765,15516.933655018998,80,905,25,5,4119.014281744492,19621.89336698706,19201.35124492123,2020,70694.36484202302,77408.34091850028,-6713.976076477265
2017-08-01,North,Speakers,105051.3498076368,56558.24905020914,19414.877011717195,58,642,33,11,6115.10069707286,14425.474570766604,26284.9130467995,2017,110303.91729801864,58254.99652171542,52048.920776303225
2019-05-01,East,Speakers,93678.2931678745,62571.71846006542,20642.068913400843,55,293,38,9,2801.357183321237,14502.278775112223,16854.85667231606,2019,98362.20782626822,64448.87001386739,33913.33781240083
2022-09-01,North,Speakers,114810.79836057778,66129.26750739277,19054.949902548065,99,571,16,17,3768.830269361431,7115.677046204697,43768.39220933038,2022,120551.33827860668,68113.14553261455,52438.19274599213
2014-08-01,West,Smartphones,99238.00834652076,87155.06790522567,25651.316759388726,72,205,43,12,3923.5779141312687,19816.058182033863,42207.89598525067,2014,104199.9087638468,89769.71994238245,14430.188821464355
2023-05-01,East,Headphones,95193.8186371033,78558.64736003896,19238.566891061106,86,978,36,1,9930.885314258254,6061.633022100823,39153.905753268205,2023,99953.50956895846,80915.40678084013,19038.102788118325
2023-10-01,West,Tablets,140064.13898538687,120683.88660573632,29540.67121841356,97,917,10,1,8689.134973360022,19784.54526273843,11950.030754042724,2023,147067.34593465622,124304.40320390841,22762.942730747804
2019-09-01,South,Tablets,104456.45267717003,97006.95987893114,26004.88765422824,21,225,21,4,8539.30571217791,18658.483778418344,12876.23482026123,2019,109679.27531102854,99917.16867529908,9762.106635729462
2021-02-01,North,Speakers,98389.76964994852,97332.36567316156,16568.134203972062,87,513,36,18,5622.129136171328,17846.304075281245,35457.01128905451,2021,103309.25813244595,100252.33664335641,3056.921489089538
2014-10-01,South,Smartwatches,82931.18159863914,87555.01308173292,20334.16220768203,66,714,12,17,5201.632342992552,15103.98041384408,39958.731089245644,2014,87077.7406785711,90181.66347418491,-3103.9227956138056
2013-08-01,South,Laptops,76481.72968660745,84140.77973295326,15117.166486115697,82,774,42,12,1631.129905696116,14132.871339115034,11068.637634618955,2013,80305.81617093782,86665.00312494187,-6359.18695400405
2024-05-01,North,Smartphones,115410.02036784202,97835.85983094038,18042.504781077456,73,609,33,12,2775.9391924201645,19949.300262697878,21620.00878993872,2024,121180.52138623413,100770.93562586859,20409.585760365546
2023-04-01,East,Smartwatches,114213.91995669718,44281.68102595836,24353.423947462004,40,600,35,5,9058.1210930893,19609.962293157776,15451.327564560052,2023,119924.61595453204,45610.13145673711,74314.48449779494
2024-05-01,North,Smartwatches,131431.57477898,70666.83525067903,21228.70834000921,13,926,23,1,5730.772792628847,17177.496254522914,19251.15936990041,2024,138003.153517929,72786.8403081994,65216.31320972959
2015-01-01,South,Speakers,109578.23186605632,59592.58546477214,30562.62016742471,63,220,13,19,9886.94433377749,6302.922139961841,30735.080128227877,2015,115057.14345935914,61380.36302871531,53676.780430643834
2013-11-01,South,Smartphones,92137.94325120909,51735.66220552236,13890.266364350096,92,851,32,7,6326.091979344163,10582.499188313715,14369.788089511792,2013,96744.84041376955,53287.732071688035,43457.10834208151
2022-05-01,East,Tablets,110220.20557540636,68469.57896797535,19835.171768904605,74,706,43,15,4397.3837845084445,17988.9171475878,19193.36524638152,2022,115731.21585417668,70523.66633701461,45207.54951716207
2016-08-01,North,Laptops,98393.98795592118,62783.18588345843,17471.158067409524,15,307,44,14,3466.989178694166,15537.804876151738,32596.33579439349,2016,103313.68735371725,64666.68145996218,38647.00589375507
2019-10-01,South,Tablets,117307.7026814754,97912.9413461543,18419.41916761386,74,760,35,3,9265.23698434673,6830.063053089163,30324.36296435294,2019,123173.08781554918,100850.32958653894,22322.758229010244
2023-08-01,West,Smartwatches,126686.63653704087,81374.48043030387,20209.5241735793,98,449,23,5,4336.590613479719,10223.728119355375,44303.64060475932,2023,133020.96836389293,83815.71484321299,49205.25352067994
2022-03-01,South,Laptops,96628.87307232423,49850.53835261114,16615.31652580254,31,919,37,6,2315.2744008374502,5291.382562662362,16023.18893235658,2022,101460.31672594044,51346.05450318947,50114.26222275097
2011-08-01,South,Headphones,135146.19279629478,84710.6229396271,24789.537227773497,26,292,30,11,3504.328366463936,18392.049013139174,24795.38942756269,2011,141903.50243610953,87251.9416278159,54651.56080829362
2022-02-01,East,Smartwatches,123766.9453524304,64817.09871552239,28757.06099111765,68,753,49,19,6810.608473571732,16205.079284322266,46974.38827084487,2022,129955.29262005193,66761.61167698806,63193.68094306387
2013-11-01,West,Tablets,100353.68678862142,80934.4284686409,8322.474016827528,38,883,5,2,2197.093984958344,11537.912909543697,41831.930200281015,2013,105371.37112805249,83362.46132270012,22008.909805352363
2014-01-01,South,Tablets,113414.86550115875,85905.82525248242,26964.51759101326,76,922,15,12,1824.0971777035115,16405.82153779844,33894.29325103976,2014,119085.6087762167,88483.0000100569,30602.6087661598
2011-02-01,South,Speakers,106109.93773960369,68742.76416830404,32583.95923355505,26,492,6,14,5118.639422152532,19001.332905670828,40759.70120968943,2011,111415.43462658388,70805.04709335316,40610.38753323072
2021-11-01,West,Tablets,100439.87985608588,83260.39755707623,20948.59598103145,11,596,39,9,1752.8654035051914,9198.37538976303,27935.231252205904,2021,105461.87384889019,85758.20948378851,19703.66436510168
2023-03-01,North,Smartphones,138262.9011294602,86031.10140121022,16946.875192314546,41,491,17,16,4536.4430321470645,9287.252615972498,46427.48706752266,2023,145176.0461859332,88612.03444324654,56564.01174268666
2010-01-01,North,Smartwatches,110352.08921981382,77535.93506364601,17139.10574495653,31,812,43,17,3904.5271876350425,12239.772221827956,33986.257565734544,2010,115869.69368080451,79862.0131155554,36007.68056524912
2019-09-01,South,Laptops,83180.63278737881,69205.63108202918,18461.03577325974,67,773,38,17,4523.294652306093,15603.494411878246,37825.430479209965,2019,87339.66442674775,71281.80001449006,16057.864412257695
2014-06-01,South,Tablets,79440.60646142783,80047.13626999696,22152.04229215599,62,208,38,2,5390.094768943098,19895.56153005092,36079.44324737477,2014,83412.63678449922,82448.55035809687,964.0864264023548
2019-10-01,North,Speakers,80258.06159095545,77907.70898457344,17862.88860986516,95,569,39,10,2667.960853781084,7443.971831054321,36910.58131998128,2019,84270.96467050322,80244.94025411065,4026.024416392567
2010-03-01,East,Speakers,109790.09001836348,84747.81167049894,19600.705421295243,56,449,36,11,4981.819914242673,10132.03347364681,35642.521635330006,2010,115279.59451928166,87290.24602061391,27989.34849866775
2021-12-01,West,Tablets,93169.72655361884,76043.40462648548,15220.491282912872,13,874,49,3,4253.672137762944,10451.59966476402,12950.57580873018,2021,97828.21288129978,78324.70676528005,19503.506116019737
2010-12-01,West,Smartphones,106665.87433225555,62119.70325234542,17716.032276416467,47,821,16,2,8159.261788443464,15887.35959167925,34153.96678281865,2010,111999.16804886833,63983.294349915785,48015.87369895255
2016-02-01,East,Speakers,118727.92569922746,77464.86454908333,17938.918291041962,22,248,37,4,7252.202316550897,18298.96693923612,41335.97705407162,2016,124664.32198418883,79788.81048555583,44875.511498633
2011-04-01,East,Laptops,140574.27060864578,84900.16495060125,19821.560189052267,70,355,22,8,8852.876038264616,7756.927076555034,10015.833855218449,2011,147602.98413907806,87447.16989911928,60155.81423995878
2018-06-01,East,Smartwatches,93630.53532623286,82777.0328122138,12723.81023055424,96,488,9,19,7021.087018702179,15704.755359836436,45667.03112184654,2018,98312.06209254451,85260.34379658021,13051.718295964296
2022-08-01,East,Headphones,71828.98785333539,78336.10617278125,18350.720988133413,73,298,23,18,2089.7645608067683,18644.33023639384,48089.34865093493,2022,75420.43724600217,80686.18935796469,-5265.752111962516
2022-12-01,East,Smartphones,135848.04130661453,72700.8051544473,18927.6087542804,86,542,35,1,5563.693149719709,6819.435035010249,15127.612907748658,2022,142640.44337194526,74881.82930908071,67758.61406286455
2019-09-01,East,Speakers,70857.98355361857,71924.86209233968,20923.883060931345,93,948,31,2,7682.226386575033,14525.89970094966,31402.088163589666,2019,74400.8827312995,74082.60795510987,318.27477618963167
2010-08-01,West,Smartwatches,70071.42585088416,73481.86391873617,26992.700795772955,42,285,46,8,8575.10628956353,8035.760963011922,14423.859594404896,2010,73574.99714342837,75686.31983629825,-2111.322692869886
2020-02-01,East,Headphones,135329.00519933796,96142.40293868464,19493.25938531516,47,443,42,10,2631.4813186584843,11617.113781418177,21320.314288943744,2020,142095.45545930485,99026.67502684517,43068.78043245968
2017-08-01,North,Tablets,121324.6305547496,65782.24063006113,13913.711240557006,38,776,19,19,3011.52383681628,6902.131058848028,34859.701932499534,2017,127390.86208248709,67755.70784896296,59635.154233524125
2023-08-01,East,Tablets,109696.80682452364,81364.8439505621,20660.3656626009,70,207,8,7,8760.166263643268,15254.287890219526,22114.10366204988,2023,115181.64716574982,83805.78926907897,31375.857896670845
2017-06-01,East,Laptops,99001.58005093053,61130.03184272613,16456.06033691765,41,694,23,17,5368.638491296733,11020.630698649547,24622.006116283894,2017,103951.65905347705,62963.93279800792,40987.72625546913
2021-04-01,West,Headphones,95215.91965209492,91470.984292537,16326.624372746945,20,912,25,3,5071.807115765398,13508.790407897051,39845.39549077769,2021,99976.71563469966,94215.11382131312,5761.601813386544
2014-12-01,West,Tablets,86983.47950011323,71958.00930481855,18520.39698359293,27,179,44,15,5447.036773108828,12853.134866167436,32999.32632584347,2014,91332.65347511889,74116.74958396312,17215.903891155773
2024-10-01,East,Tablets,94339.13651449168,67615.80563777384,17402.717282040878,54,352,5,4,2559.9953396218843,15409.772042526913,30721.79125948897,2024,99056.09334021626,69644.27980690706,29411.813533309207
2012-04-01,West,Speakers,99051.69237938555,83231.72808362417,14674.784411081351,30,124,24,17,6648.728063714217,18433.67509760779,22966.940332648657,2012,104004.27699835484,85728.6799261329,18275.597072221935
2018-05-01,South,Laptops,72511.00216121157,43088.777030950834,17573.996789589302,21,382,26,11,8271.763174182033,9196.24007580784,38166.04116135638,2018,76136.55226927214,44381.44034187936,31755.111927392783
2013-05-01,West,Smartwatches,83595.42968055088,60507.8443147169,22278.49332299883,29,662,17,6,8533.550798617385,13927.502207503394,26958.6647260804,2013,87775.20116457842,62323.07964415841,25452.121520420013
2022-11-01,West,Tablets,57761.63502271609,85413.63630890395,20202.67739082536,16,986,45,17,1273.4054737304614,13606.495680877824,45952.55100800234,2022,60649.71677385189,87976.04539817107,-27326.328624319183
2022-01-01,West,Smartphones,101558.54904200629,95219.09144262542,15036.564085474927,80,719,5,10,7436.702420957303,9727.179787563826,34063.94861749478,2022,106636.47649410661,98075.66418590418,8560.812308202425
2023-05-01,West,Smartphones,101562.02402168652,86764.05973550536,15697.841703314836,11,337,19,1,1821.021957582643,12493.792320894114,31532.50402313231,2023,106640.12522277085,89366.98152757052,17273.143695200328
2023-01-01,North,Smartwatches,135570.3087253036,82091.49445444348,20616.274020456174,52,415,19,18,9701.822941449022,5606.797604637452,42125.37970223147,2023,142348.82416156877,84554.23928807679,57794.584873491985
2021-09-01,North,Headphones,107511.09844065116,116155.76236903926,15064.120225700117,30,939,18,14,5340.167842528454,11403.996076771213,29417.647163489288,2021,112886.65336268372,119640.43524011044,-6753.781877426722
2013-10-01,North,Laptops,88879.15866169243,87371.00419317144,15516.030998100105,38,562,9,19,7978.736303601822,9057.903291808723,21171.533199918216,2013,93323.11659477706,89992.13431896658,3330.9822758104856
2012-11-01,East,Speakers,95992.89996600534,64332.3062540319,17144.905116707356,41,797,10,18,6596.719267279564,17959.634751446654,16203.8804146967,2012,100792.5449643056,66262.27544165286,34530.26952265274
2021-02-01,East,Smartphones,109736.44625022204,95369.92695847333,15140.713946367834,54,691,45,1,9567.428452076325,10366.875322090054,32472.73858980316,2021,115223.26856273315,98231.02476722753,16992.243795505623
2016-10-01,South,Smartphones,104552.25253090003,70384.4790738663,20503.663956167384,85,939,35,1,9762.921641629731,7883.145900591488,26994.26403505807,2016,109779.86515744503,72496.01344608229,37283.851711362746
2019-07-01,North,Smartwatches,111565.71838423196,69376.43544186381,18461.616019427765,86,707,30,9,3509.91721895848,12945.068381548284,25895.040152883103,2019,117144.00430344357,71457.72850511973,45686.27579832384
2013-11-01,East,Headphones,107540.8954707587,59286.00709431936,27021.20945295116,68,481,29,14,5345.821348908534,17164.466714144255,23976.287590638072,2013,112917.94024429664,61064.58730714894,51853.3529371477
2022-09-01,West,Headphones,94947.1146962,73828.78336844528,14190.878510584997,12,564,43,3,5538.163871109335,10310.686383016277,36864.48863550321,2022,99694.47043101,76043.64686949864,23650.823561511366
2010-10-01,West,Smartwatches,89284.13417854001,61557.57529321139,25753.876495504748,48,249,44,12,2599.279327057856,17702.456162536,30759.85747550345,2010,93748.34088746701,63404.302552007735,30344.038335459278
2014-08-01,North,Smartphones,88208.75592080067,88361.36907551266,21186.68887063357,60,451,19,17,9135.439170081754,9891.943363939545,31489.54629530993,2014,92619.1937168407,91012.21014777804,1606.9835690626642
2012-06-01,South,Laptops,81494.57430755883,78118.76715102016,27455.27426108477,17,541,10,17,4146.458630500039,16033.97049598648,22324.99205039723,2012,85569.30302293677,80462.33016555077,5106.972857386005
2019-01-01,South,Smartphones,78357.61432450949,59585.691308079,26776.797296859957,55,494,5,2,1787.1111107619472,6728.767662500886,34546.03913489698,2019,82275.49504073497,61373.26204732137,20902.2329934136
2010-05-01,West,Headphones,136769.2786172495,78784.3500550772,17864.629297323474,75,464,45,6,2390.7958074631542,5933.008274678253,26140.64297920914,2010,143607.742548112,81147.88055672952,62459.86199138248
2019-11-01,South,Speakers,102494.20303292113,94907.46890497109,12955.66332586663,15,105,11,1,5619.735150588437,16063.638585843662,40779.19759078235,2019,107618.9131845672,97754.69297212022,9864.220212446977
2012-09-01,North,Smartphones,96893.9709778333,104333.92058082685,19262.255436248903,67,633,8,12,8935.16785505692,10525.97320958582,31181.222189037708,2012,101738.66952672497,107463.93819825165,-5725.2686715266755
2019-10-01,West,Laptops,90082.31367654187,53155.76808127982,10116.77747509166,50,319,5,4,6653.967999459341,10894.929112288424,21578.100031397826,2019,94586.42936036897,54750.441123718214,39835.98823665076
2015-05-01,East,Tablets,108577.58218661866,68324.8186312392,23298.296785392355,88,970,45,16,2933.4834910542368,13612.28970591269,15909.186672672804,2015,114006.4612959496,70374.56319017638,43631.898105773216
2022-02-01,East,Smartphones,124073.27772112149,60659.74551448466,20757.832395608464,63,111,6,11,3671.226291565942,19803.052398346623,37997.43995040607,2022,130276.94160717756,62479.537879919204,67797.40372725835
2024-09-01,South,Smartwatches,114465.2895251148,85303.26591272347,17005.308475013004,85,894,38,10,9784.225771128144,7572.647026618044,24844.228052815317,2024,120188.55400137055,87862.36389010517,32326.190111265372
2010-11-01,West,Tablets,118431.7817462302,58866.34385178819,17752.18935456468,50,484,39,8,1475.6398982955616,9497.81117843766,12620.447380561476,2010,124353.37083354172,60632.33416734183,63721.036666199885
2017-01-01,West,Smartwatches,88269.42435632042,95888.52571816486,14889.406241593864,57,803,17,2,9949.044956179636,14730.554774700253,46596.74808300584,2017,92682.89557413645,98765.18148970981,-6082.28591557336
2012-02-01,East,Smartwatches,99917.4151643324,98055.39370114332,19840.01145627053,79,557,21,8,9152.719229770872,15514.44958456018,25465.809240023267,2012,104913.28592254902,100997.05551217761,3916.2304103714123
2015-03-01,West,Smartwatches,88532.4377628208,92271.7807573261,15040.248599015877,36,324,14,1,7106.349446084632,15592.178885484447,39837.730366166,2015,92959.05965096185,95039.93418004588,-2080.8745290840307
2017-02-01,West,Smartphones,102140.62797606485,69240.68911691512,19814.443310891875,56,435,7,7,9488.82117611008,13931.079021993872,28356.607520289137,2017,107247.65937486809,71317.90979042258,35929.74958444551
2014-11-01,West,Headphones,125451.8201611642,70185.20851746657,21765.50387995011,86,266,8,14,2372.210626197568,13824.257965796722,45637.043567088505,2014,131724.4111692224,72290.76477299057,59433.64639623184
2012-03-01,South,Tablets,108788.07689807683,73150.29164865956,23250.13348988792,32,415,29,4,9483.304244767878,7221.604243378133,11162.889880253926,2012,114227.48074298068,75344.80039811935,38882.680344861335
2024-09-01,West,Laptops,132534.28731992104,96576.12709804908,22227.34982421385,83,215,41,17,2913.1757522257285,17519.380593961716,20376.272841612004,2024,139161.00168591712,99473.41091099055,39687.59077492656
2023-05-01,North,Headphones,94229.52779099716,54529.51588281083,18508.941569931325,23,937,47,2,5915.916338819483,5133.437168271978,31831.038379745507,2023,98941.00418054702,56165.40135929516,42775.602821251865
2018-02-01,South,Smartphones,83860.77891965906,85791.86173804782,22220.52983324382,70,597,42,2,5398.855432140027,11263.658910247555,22929.164962922263,2018,88053.81786564202,88365.61759018926,-311.7997245472361
2018-09-01,West,Smartwatches,110242.56973388558,65998.26859720956,20675.578363838624,76,247,33,8,5612.122888540021,8231.138776788954,39707.54214618282,2018,115754.69822057987,67978.21665512586,47776.481565454014
2018-03-01,West,Laptops,102377.16726445638,73708.68847123833,20634.0933530532,85,135,5,7,3406.4178515997937,6565.098694481743,37536.72580339792,2018,107496.0256276792,75919.94912537548,31576.076502303724
2020-09-01,North,Tablets,106454.04506329336,91042.1517204922,14867.69643581726,34,506,34,8,8025.748245827624,9792.36207372104,11020.9721031869,2020,111776.74731645804,93773.41627210697,18003.33104435107
2022-05-01,South,Headphones,103464.40325932996,57268.305116519,13758.537904290642,74,484,43,17,7683.249707413799,14857.809392807,34020.52001314139,2022,108637.62342229647,58986.35427001457,49651.2691522819
2014-07-01,East,Speakers,90311.31253297048,75833.89236671409,21289.77925676769,33,856,14,17,9585.686190949036,12456.243654717742,43435.45566042088,2014,94826.87815961901,78108.90913771551,16717.969021903496
2010-06-01,East,Headphones,103914.7209554,78067.44332179643,22431.694968858843,62,510,33,7,5562.919251161071,18102.88792810726,22624.88030693286,2010,109110.45700317,80409.46662145032,28700.990381719675
2017-11-01,South,Laptops,119467.4107165834,79439.11492550251,16894.692136558355,82,407,48,5,5932.828597206331,13995.281818681822,15574.357828695996,2017,125440.78125241258,81822.28837326758,43618.49287914499
2021-01-01,West,Smartphones,121522.15415803908,78452.28402252228,25871.186097035414,59,741,36,15,9130.356182744332,8797.010540227693,39531.88346733528,2021,127598.26186594104,80805.85254319795,46792.409322743086
