Month,Division,Product,Revenue,Expense,Employee_Count,Customer_Count,New_Customers,Lost_Customers,Ad_Spend,IT_Spend,R&D_Spend,Profit,Revenue_Growth,Expense_Growth,Profit_Growth
2011-05,West,Laptops,87739.84546472378,75130.40554027224,68,428,30,19,3335.3948986122377,14711.6944504693,19463.582076934195,31465.7471783281,0.3249227258678453,-0.4151451877447554,-0.5843524366200981
2022-01,West,Smartwatches,90794.7661667124,130803.41409573788,45,893,7,4,5346.191965152667,6379.237421770474,34402.177360146394,11313.407692553035,0.03481794030759788,0.7410183421094827,-0.640453232258057
2011-10,North,Speakers,158100.18011902092,145852.7472152129,31,997,35,7,7854.414123259013,6347.488087484569,30059.774991755712,23073.6425219219,0.3948725603895413,1.8628520262229467,-0.12155719825947364
2023-08,North,Laptops,57282.564081329474,82264.34921029999,74,469,6,17,4951.3600997547655,17106.79661278719,19606.409357849392,39035.42867171897,-0.6376818543900075,-0.4359766903196215,0.6917757408537479
2018-04,East,Headphones,147678.8462226291,97121.90302179352,59,696,14,11,9564.115780317225,8552.906538427687,15263.969253781985,13863.251263635351,-0.17899795213138459,-0.29658014157204826,-0.7704307032076929
2020-07,East,Laptops,83211.48646897849,105436.73879562812,13,953,42,6,2991.819862996258,5914.823107984227,18640.48533870913,38666.46842969545,-0.4365375367062704,0.08561236461736965,1.7891342149385503
2013-07,West,Smartwatches,62279.22588744409,142180.17626102825,81,486,23,13,2988.568374113373,12084.119071023582,20389.796712117182,24201.745767249155,-0.3140659036106732,0.08697603379804342,1.1392091954027053
2014-02,East,Laptops,95120.92416281512,60809.29049214695,98,646,35,12,6440.046065548875,9719.68783629367,44691.62639889951,11326.8032303955,0.14312252069041587,-0.42326279068612105,-0.7070639318666964
2012-09,West,Laptops,83670.93041429041,103349.9247400472,61,213,33,5,9066.363344071962,13822.237226370287,38410.47756458374,30930.45343975993,0.34348057834737866,-0.27310594586472225,0.2780257150546699
2015-06,North,Laptops,132804.8563759775,68966.4273867771,52,670,29,10,7046.718105481757,14002.26551369842,32093.298324011965,25841.318822601035,1.3184167557063593,-0.1616486600961029,-0.3380034573227838
2011-08,North,Laptops,103606.46051719435,56031.981621890336,55,137,36,11,7063.104065998569,15222.515017686248,10837.64087101223,39383.18088092745,-0.21985939863615356,-0.18754698851294527,0.5240391232076975
2020-05,North,Smartphones,194899.06136124893,40190.4406827857,13,644,21,9,8256.57376997629,13646.634851087176,42847.85452513214,63131.07261065751,0.8811477622952268,-0.28272319629894593,0.6029957763322953
2011-02,South,Speakers,194532.4399086276,104485.30364831386,22,476,49,13,7018.115884611196,10713.77070519849,32098.545271466184,45684.28850024846,0.8379521789428979,0.4253271703515238,1.0553800944925094
2023-06,West,Headphones,116557.29036803592,135850.2574645882,47,498,27,3,7834.129320008204,5355.000490198982,35093.61741685397,63764.56857917478,0.39304403322529247,0.314468857198378,1.061546517685636
2023-01,North,Smartwatches,169263.11909903894,72167.14666134151,54,302,22,17,8795.14715448715,18576.32702185313,12625.86730214961,33567.54564542886,-0.1315344572886028,0.7956296431517362,-0.4682880512351356
2018-11,West,Headphones,51990.28112913125,96320.22434315729,34,301,15,18,1071.1963679947062,9903.82594730212,42594.00194421534,10922.921530912858,-0.5539508428432993,-0.29098239384445135,-0.8286992012288117
2017-04,East,Smartphones,132171.73770872038,107056.05543529388,76,199,24,5,8970.606193547446,12607.258625162853,43281.12442762354,74552.11975206598,0.3895127583336626,0.7605213704823499,5.581920620992621
2021-05,East,Smartphones,161494.87584604684,79758.02133542448,64,497,17,16,2937.3793996454224,13354.0637850092,45333.680351216266,32030.015460442068,0.22185634119412656,-0.254988230127428,-0.570367474902624
2015-09,North,Smartphones,82541.48381110039,138401.74204392696,48,549,28,16,9208.949291049,9722.794021090742,31123.57972007396,46881.43461880668,-0.5123480871057099,0.9177942934809975,0.3966298017141707
2010-07,West,Speakers,59175.76327489157,73530.61934414119,74,912,47,11,3395.6496575289502,9627.214345927689,25761.7795947015,42845.02879770076,0.13820818025417725,-0.236602490852017,2.9224880153579287
2022-02,North,Smartphones,73387.84038596839,45001.29841078124,84,915,24,4,5097.150454036018,8912.92284786501,12921.853277686758,50815.955750632296,-0.11089749060097465,-0.674850202416539,0.08392493028033887
2020-04,East,Laptops,116277.21307607857,47282.44296620395,11,217,46,9,9404.950328247354,8650.300165838793,17755.402529717227,71947.48724142114,-0.2799944117922001,-0.40717632942075654,1.246252029764963
2023-06,North,Headphones,125955.7131134393,136902.91374092552,78,520,32,15,1987.7213143894253,5455.935946377096,19022.755617958777,70707.11518491489,0.7163022164298731,2.0421991937043056,0.39143531082823513
2015-12,West,Tablets,107132.76831631528,148560.96514175518,95,342,39,12,7707.548155558917,19368.71902504425,12507.5985684729,78672.11587197323,0.81041633242054,1.0203959448029902,0.8362017270063102
2022-06,East,Smartwatches,115996.065056357,64672.54206860603,71,640,25,16,4532.0377483097145,13929.440881673256,16175.0068877858,46985.848623147336,-0.0024179115777192006,0.367791890846926,-0.3469424656140465
2013-05,South,Smartphones,120535.2439413922,47232.32707856537,55,326,10,4,1216.9067237190695,6621.005136746942,45472.1409156066,74572.49355032615,-0.3803848653828229,-0.5479524351334208,0.6323444229610926
2023-01,East,Headphones,165415.49924016444,87865.47381074514,86,600,11,3,9452.197603132645,13879.376310107556,31816.10260095953,43771.51649052462,0.4260440572686399,0.3586210005095447,-0.06841064334930824
2016-05,South,Smartphones,65786.28471164785,115143.36762919177,96,951,33,4,2060.459761015461,8483.713924265436,40579.65139923649,13108.268746780082,-0.45421536008476415,1.4378084831108242,-0.8242211286936005
2022-03,North,Speakers,165342.5700739094,103488.34897235665,40,312,27,2,7967.275937774887,9660.2307692295,21000.95320323926,20233.64073473925,0.3127040130763832,-0.24407489844812547,-0.7138386896166848
2014-05,North,Smartphones,153294.09534424974,144132.9818499135,44,798,9,19,4458.431321292405,17017.522825884116,15383.925273740091,33379.025118238176,-0.07286976804747791,0.3927459784715832,0.6496796377791538
2020-05,West,Smartphones,161249.12142144772,128133.34607659536,54,212,26,7,8295.246354797859,18287.030282324195,24930.153251497817,60782.03604187378,0.5051335268902133,-0.13750327379515892,-0.22740051709315678
2017-08,South,Smartphones,160170.25788129843,134276.65980768023,86,472,13,2,7752.585383063779,15497.358395982525,41719.40761482827,15696.005168226984,1.434705935794233,0.1661692946145661,0.19741252421930655
2021-12,North,Smartphones,120588.77237026754,95000.05906188845,63,398,36,1,6698.966879035598,18988.722233951627,21893.2523032126,35308.63820751748,-0.2133501809090328,-0.34088604951771173,0.05780915058016389
2013-05,South,Smartwatches,81710.02768413501,69273.023199774,80,772,14,18,9453.00265343358,18575.40595791596,18181.39568699821,78765.27328376292,-0.48985517807750545,-0.48410227586096244,4.018173251064253
2015-05,North,Headphones,130494.3356452706,114208.32125526947,78,118,47,8,1890.3113267170493,13267.55179711274,10895.884362028866,64997.62633936031,0.08214332960110138,0.20219210791087683,0.8408420612925769
2020-08,East,Speakers,193697.30804136491,82686.36479416741,38,875,32,8,8187.212156613937,18617.699890845503,34960.44782609507,50039.70064507465,0.17097435809288042,-0.05894361905716339,0.14320235297095363
2013-07,North,Smartphones,138278.85220900457,64530.50886747895,81,770,15,10,7037.067534382753,13174.96926771026,27432.870743350773,14323.9177240825,0.05965405720670525,-0.4349754189692936,-0.7796239873546208
2015-07,West,Smartphones,51657.07178191664,48272.4822806757,17,110,11,18,3832.486682845622,6564.1099866101285,20350.27154206984,11023.323886670589,-0.6796443209950678,-0.6232637033312198,-0.8186417467312803
2014-02,East,Smartphones,58956.63573145859,93344.9049467475,63,107,34,11,5913.749722465231,17441.829189745156,30790.166165655308,17367.376509666636,-0.6956249091553294,0.12890323790521663,-0.6529280494131795
2017-08,West,Smartphones,198929.5150405329,101310.42806399024,16,252,47,1,6801.649119494068,6968.0369679164,38024.95995697617,32899.103442136045,2.850963830864514,1.0987200839378946,1.984499392412634
2011-03,East,Laptops,60791.95388591605,98254.281918501,92,724,49,7,7626.442914822893,9739.402007648698,19898.672552661905,52447.53421707456,0.031129967503864098,0.0525939468742751,2.0198881326654257
2015-06,South,Laptops,56906.774006734784,43985.80361202648,32,759,42,8,2683.5374850652443,10696.891943514063,34350.82475576751,23823.611591065463,-0.30355213895265976,-0.3650370435663334,-0.6975366097539258
2016-09,West,Tablets,102953.64040379832,98398.47834464918,41,649,38,14,1919.0216889122169,17109.28910243557,20406.11442339242,13580.575198261791,-0.4824617132212835,-0.028742842913483724,-0.5872053102557119
2023-01,North,Smartphones,195397.5804904005,50209.69281661693,71,234,32,19,1918.5030210987316,6253.05012009233,49466.434715384414,16359.382615370374,0.4130691524331036,-0.22192318489648843,0.14210252603348117
2014-08,South,Tablets,97801.27305992984,109645.69985417627,54,472,36,8,3644.817957313314,11674.121970096156,39295.61083352031,39875.64662887865,0.718622690654636,1.4927519983787958,0.6737868008154211
2010-08,North,Smartwatches,111482.6196312906,81526.07959986401,77,560,20,19,2387.5583864716955,11550.737165956489,34106.3258122143,64118.8910075428,-0.4294575227006584,0.6237119772396398,2.919395524578062
2015-03,East,Tablets,145111.55918128483,131854.63052869865,39,334,43,4,5820.774156777062,13732.403592724915,16893.230742014202,67476.12854317017,1.3870191679248443,0.341973377181344,0.2865452980857768
2016-04,East,Headphones,53616.77589895968,123391.88937525343,48,354,5,10,4933.359928047298,10308.03172589312,33455.75558839797,30373.66912126361,-0.6305134049867291,-0.06418235840115805,-0.5498605243507559
2022-08,North,Laptops,184664.5366278782,116925.84618199604,14,685,38,10,9037.599072252538,13657.437472479744,42018.24312625859,56440.67167205582,0.6564423875095875,0.4342140178440652,-0.11974972141336215
2018-01,North,Laptops,127916.45263316482,114088.45192011628,76,427,45,4,7456.622358579204,19788.41419853038,39484.29519280327,37489.68674880478,-0.3073036384298722,-0.02426661302466293,-0.3357682387864602
2015-07,South,Smartphones,120021.63590060869,97258.56473737225,31,461,27,8,2852.3098699854704,6073.23778098674,41121.00792189555,78075.88924474054,0.22719911659087333,-0.11297419901809502,0.9579842797632929
2014-10,North,Smartphones,179108.99933099456,37333.62913540132,37,473,24,7,1411.5430933263094,18119.426850741354,22711.983803073388,38347.26429289116,0.40020298909193697,-0.6727659240959637,0.022875025599239596
2020-01,West,Smartwatches,192961.4884037032,108658.75482396012,31,887,22,15,7382.402774220395,9629.44157106187,23130.54277170236,37713.25413252068,0.8742560986370345,0.10427271490290146,1.7769997648809222
2019-06,West,Speakers,113513.78474702522,86030.66130764583,95,308,22,8,8612.447980512628,11985.746543428626,31555.35844067571,45109.73293419821,-0.41172829000189903,-0.20824915169490432,0.19612412059927342
2016-06,North,Smartwatches,75866.16189398461,86346.56567922396,38,366,46,10,7308.942585895248,16116.76224623468,21146.321605186266,11785.177100661664,-0.576424623121346,1.3128361126121142,-0.6926722852861655
2019-03,West,Headphones,172356.39050031092,75482.66345595237,52,755,44,7,6794.149296959447,18650.54695170912,14520.52525559124,39254.97958752125,0.5183740977751845,-0.1226074249734499,-0.12978913786116442
2015-01,North,Smartphones,110489.06318337307,141488.50978100527,51,653,25,19,3243.8356162613754,5136.132253048546,28444.875375083724,68009.56100452696,0.4563681676393556,0.6386118969297829,4.770771234376159
2010-07,South,Smartphones,190331.83092676493,59934.15203429188,69,835,12,3,5451.431511028354,14932.884114252807,10076.967075322576,52845.74102907279,0.5858126703453779,-0.3837647903181345,-0.323149034352719
2020-04,West,Smartwatches,192484.84757464743,67991.33440917355,86,957,38,9,7524.655275363675,6043.28509459367,40430.33194958847,77859.47541704218,0.1167839325011868,-0.09924569038492337,0.9834292677047498
2010-10,West,Smartwatches,67224.35475820542,145564.89392827472,80,605,15,16,2740.372954694795,12885.17778756623,39987.476770781046,32793.602233034624,-0.6507550822558374,1.140933034969744,-0.5788103881077956
2010-09,North,Smartwatches,193483.09509992768,127218.44823320376,83,663,47,14,5288.891893995645,16246.401324747889,32076.635268104288,21306.70012856649,0.7511515576778278,-0.10085668136507053,-0.6867102240646983
2010-09,West,Laptops,105240.54881676812,31690.3694595444,77,520,47,7,2053.254437408992,7543.0121197270255,39904.759773454425,62540.34633228042,0.5655122194225664,-0.7822938717960428,0.9070898612437404
2014-10,East,Tablets,146937.87764857858,138732.91198342486,68,407,14,12,5776.470865896743,16456.774644921745,34981.13038695762,13055.989412217614,1.7405205774677999,0.12432764167762311,-0.5701543544149053
2014-03,South,Tablets,55212.5122601069,57197.67585996844,95,236,12,1,6161.835692463444,9643.067897164348,37898.21250486896,21168.91110457493,-0.7099144583895096,-0.04565804439441712,-0.5994206781407612
2011-01,South,Smartphones,183332.6411125749,114711.90469992762,93,518,12,16,5818.470674235607,14158.26696421516,12586.233366309058,45486.48116887992,2.320490838179801,1.0055343678782633,1.148739769569422
2018-07,West,Laptops,146239.59940172973,96368.77288406584,93,294,23,3,5225.181569408386,14870.615580610644,45250.61834184461,62747.70626492444,0.38957465583293494,2.040948228990805,0.0033156185535383464
2011-12,West,Smartwatches,146533.1700434629,94417.42603233409,15,194,5,1,6287.085617556414,14734.710907972789,35757.25042390968,52067.89887369341,0.0020074633883993,-0.020248746490518,-0.17020235522459204
2020-06,East,Smartphones,185326.42399662256,116150.5588071263,82,589,7,6,9971.195690072602,5278.171944172102,34425.23260912495,79642.47978614621,0.26125698126561536,-0.16277574552025975,5.100072332443674
2015-05,East,Laptops,126252.07623610148,54861.776627332765,37,357,48,2,6602.827880199029,7284.110116215183,25489.638542550823,55845.82836057834,-0.31875836422332127,-0.5276667009546339,-0.2987934515533165
2020-07,West,Headphones,111577.4960543826,49083.01569197119,86,124,36,7,7773.109500759302,17843.040355358044,11125.416499296633,60747.71398649496,-0.2385512712153307,-0.48014876326789213,0.16670185086317946
2023-11,West,Speakers,179919.31284384744,108229.51280795423,40,331,20,8,2729.0881109319366,19097.63408892563,46058.469353398126,79574.11972562816,0.6125053815166743,1.2050298108650646,0.309911344866715
2017-02,East,Laptops,161363.07678070973,64869.50746855947,48,431,34,13,5770.210646793484,13455.018331676783,49426.60907623674,51472.37683290291,0.278102361492637,0.182417184722391,-0.07831294934757671
2015-06,North,Smartphones,192346.3497447352,146874.0249189313,59,705,32,16,1067.54848996965,13954.570428820853,42311.46574680204,60023.28543360126,-0.005875166275407073,0.1545025659305086,1.8171084715800907
2022-05,East,Tablets,191018.2839965799,84181.42068896082,87,961,32,10,1283.1197662694824,16325.458850888715,46601.5665445987,30882.931168471005,0.18377938626053347,0.29770402110361815,-0.4000096154734092
2010-07,North,Smartwatches,107348.92468403604,43391.64240083583,95,320,20,4,3902.323654540417,11091.579294838042,14838.297738634736,47572.88621171749,-0.44189778061034224,-0.7045655797559418,-0.2074261535659625
2023-08,South,Speakers,117047.94352121268,112297.81994064536,46,396,45,13,5199.40429940807,9920.24516733721,15147.00825250327,73836.66849250748,-0.36155426109123845,-0.021044762229318836,0.6232662231745387
2011-05,South,Headphones,88397.74306861678,66739.11509593576,97,302,37,17,6180.731538617316,16523.024984598953,45184.249324576616,69732.53679266895,-0.2447732065228776,-0.4056953631761463,-0.055583923051119144
2020-04,East,Speakers,149097.18337078515,47830.491314568266,81,442,29,8,8992.039304775768,5424.284854473715,12300.236950755372,31440.154065711617,-0.21946119370722306,-0.431816534775582,0.018043070270787442
2020-09,North,Speakers,104681.29551333298,80738.80354679051,24,692,22,8,7945.807278042988,18280.194321869705,13728.140966036975,35005.25230041986,-0.02485007817781859,0.860699413056448,-0.26417640198172676
2017-09,East,Laptops,167915.09699115067,145706.67337047338,60,304,30,7,3699.792634595029,11613.537871892204,42673.89616060305,69246.15267267561,0.12621240183704763,2.046313541130067,1.2024749792239384
2016-05,East,Smartphones,68232.61410963658,79371.6691664556,79,991,10,1,7691.357584569869,12563.429223730716,32278.98673669425,29927.173807825216,-0.5936481273435913,-0.45526400863846905,-0.5678146344203406
2015-12,North,Smartphones,67460.42767486189,71680.0518877276,32,176,42,15,5944.5197467597,14514.172364961058,25669.08293693892,72133.25777867588,-0.35556369125877285,-0.11219824001742973,1.060640990661013
2022-02,East,Speakers,80668.30721290954,83341.0754483165,34,649,48,15,8012.631582387733,9115.786224963662,32137.937384430337,64163.86098972683,0.18225438473295497,0.05001036671581627,1.144000011553031
2018-09,South,Smartwatches,62643.82826561202,31453.884671957803,55,806,7,19,4699.446353360765,13960.812371745616,45149.907769205696,20664.95376240142,-0.2913413160674686,-0.5287038998532771,-0.7036540657649795
2018-06,West,Smartphones,143004.74115173522,45972.18463183369,32,141,47,4,1827.0398529821755,15395.584202750122,40285.29233193293,60383.54860677668,-0.2051729250664185,-0.5752343012630192,-0.24116598694425562
2011-03,West,Speakers,72102.91490251079,131960.95417615294,19,554,10,6,6566.389923453138,6768.971749039172,37664.29364656124,68402.88267995384,-0.49580052855725965,1.8704521056146604,0.13280660474924733
2019-01,East,Smartphones,73994.43762014814,147364.12945134164,82,281,18,10,6013.338045797251,12807.06170882727,49075.423599882415,20103.99265155532,-0.08273223801693175,0.7682052776332204,-0.6866773236296654
2015-11,North,Smartwatches,52134.2335593749,48952.97827244176,86,856,22,12,9582.431783930711,9941.30204212152,30852.27060921046,42014.416347355545,-0.22718791806886307,-0.3170627394478346,-0.41754444979780325
2020-07,North,Headphones,167313.50219354147,94262.138206429,41,294,20,4,2459.171252320711,13360.365885059771,10252.96297816384,70383.9714576006,2.2092828602340653,0.9255649305303693,0.6752338263061619
2012-09,South,Speakers,171844.40831352217,145960.01205667725,60,689,28,6,6905.19649819967,5319.414312453305,27161.3150896204,23905.500551053985,1.7431977430385621,3.6404446884363866,0.15681364816545273
2021-09,North,Tablets,74303.36245466596,48789.76514147566,50,931,17,14,5266.661146429386,16140.20534316752,13862.877684714616,41436.24011531712,-0.5559033701373675,-0.48240336926551874,-0.4112830058150615
2023-01,North,Tablets,160928.66514008367,52357.15410029403,74,487,5,13,4410.302104290646,7526.067568200715,14658.15135490208,52893.91471485908,1.1658328751712905,0.07311756776188627,0.2765133749504112
2016-08,South,Speakers,115031.76847360394,141217.96247140778,74,736,42,3,8151.108075597843,15340.804214822634,20196.036481633266,16807.66515865068,-0.330605111900215,-0.03248869000797361,-0.29691222642440607
2011-01,East,Laptops,85939.2324448087,114682.5175742859,49,240,18,15,8295.85243237142,16532.223682291296,25254.68803192717,24843.905172457853,0.1614282804064191,-0.2217745390193271,0.2357697101792282
2013-08,West,Headphones,143207.69121107433,48236.00242105929,27,126,21,3,7431.405295135896,16289.179886657324,29263.983316042784,42671.12636914095,0.9861567511480387,-0.6344676141347865,-0.37617941382978937
2012-05,South,Laptops,76772.61115206272,77219.12053423317,45,414,17,5,1752.4135066237354,17262.531418756458,16792.802623792806,36157.694922414215,-0.3325964455664303,-0.45319193689777515,1.151262211682289
2010-09,East,Tablets,163532.54114795531,36752.39330576526,40,420,17,13,4105.996425898662,9616.177267722263,22468.815167879024,32734.319374753544,0.902885754221485,-0.6795292422669497,0.3175995942474883
2021-11,South,Smartwatches,57142.28413558276,81920.5840701233,63,547,13,15,1420.7516678907002,19506.697480029383,21061.57693173025,11845.6901202087,-0.2556944035366775,0.0608847070953864,-0.6723881280146115
2020-08,East,Speakers,193869.63993918715,123348.17933844445,72,892,10,17,4093.130697405221,5357.272627011029,24609.898075048437,74955.44801108129,0.18551108286016604,2.3561944745267818,1.2898123267194288
2013-06,South,Smartphones,60781.28805629367,96476.64655033528,10,392,10,6,6831.260007293361,12218.001441723314,14319.62218848693,70999.59607860849,0.06368320720390819,0.17768504272079078,4.993707024083254
2016-04,East,Tablets,136917.26288730346,107693.05461794438,61,853,34,18,5668.360946926597,9054.274075134434,25893.638261390748,37483.36355395895,-0.2937663528428096,-0.12691816615748597,-0.49992476132732244
2021-05,South,Headphones,185329.1435183568,69218.4158640251,66,335,41,3,7326.431416457662,16098.206747703116,32174.019490495124,22696.24630011423,2.0491151050749523,-0.2825370870668541,-0.6803327405555143
2017-10,East,Tablets,51785.67032717756,49367.510129375165,18,814,18,9,5963.156114605438,17078.349281118033,13877.924924337703,14833.203707136005,-0.6217739879170509,-0.5415905853491383,-0.6042723410938574
2022-06,South,Headphones,124777.16914835856,31574.00109281813,95,556,8,8,6002.323988035502,17335.887912767404,30830.80912765342,18623.15162706835,-0.32672667245127907,-0.5438497009980245,-0.17946115931185425
2013-05,West,Headphones,102501.04464660198,128557.48131952144,99,991,38,11,5598.6869700818,9453.560834520358,40236.51429618353,52141.57564985853,-0.28424902475715974,1.6651769397746508,0.22194045685108654
2015-04,West,Speakers,137049.82853868636,106398.54712149454,83,938,6,11,4278.928174720273,9112.108041683616,10329.587540422204,61374.2036342351,0.33705787108024077,-0.17236596400758875,0.17706845006709382
2012-08,North,Headphones,83818.60801064881,57518.5489545226,65,753,21,8,5019.083917469384,15154.035789176847,11901.128757020346,20949.538520273418,-0.47915675595962237,0.09858050810671526,-0.6039329167975493
2017-01,East,Laptops,59734.88258475872,80212.07520927538,56,705,46,1,2011.9397015257532,18922.76546874812,28658.97161302714,17895.332731257637,0.153502160102567,0.6247948296170351,0.206437468572517
2019-10,South,Smartwatches,143889.95552730604,126173.1922473737,12,763,18,2,8510.576053421826,8813.078233791475,44911.1022082152,58375.5211446944,0.15317534857857384,2.996110340164435,2.13456724799721
2013-08,East,Tablets,112527.38592401036,94644.02233096628,11,864,21,4,9002.904746190474,18658.995491071568,49911.54851114875,46191.56364235796,0.8837801474597957,0.1799223755779611,1.5812073089691996
2014-01,West,Smartwatches,143372.83080593444,66019.1851735174,63,166,34,2,7896.437321147986,13871.920896219,13735.752693292556,36028.56979863522,0.04613652081631914,-0.37951046363319885,-0.41296884252298227
2015-06,East,Smartphones,81580.87202567644,62062.142060482256,46,275,47,2,6252.274109508841,16069.070329030565,10733.678358247518,60748.5343494489,-0.275013176963269,-0.34425713814810743,0.3151434928637509
2018-01,South,Tablets,100811.18944302227,56113.68293385908,65,609,33,13,6122.613232431498,11598.381072617294,19150.796883950024,41897.39429738314,-0.29938688858729057,-0.555264617353556,-0.2822780255180456
2019-11,East,Smartwatches,134252.20840469154,128847.58561610038,40,714,11,6,5232.912661033481,17102.85832484158,28698.80964702383,42558.514280915886,0.6456334073315315,1.0761060017962771,-0.2994314227220205
2015-11,South,Smartwatches,138966.9167487091,99823.2420821595,21,190,13,4,3082.1205842893432,19557.3933914812,32871.83647021698,11101.888147393554,0.3784870262566653,0.7789465396491735,-0.7350219904227562
2014-12,West,Speakers,105847.22116613976,115098.8598841757,67,804,27,15,4454.234424505532,7558.635970844662,48939.39647283254,32120.64645769655,-0.26173445435131515,0.7434153357340416,-0.10846734585303186
2013-08,West,Speakers,92007.98084248346,133214.4529676896,76,265,40,3,9909.152322616075,10783.39137500374,45538.54768086087,10352.42452656473,-0.13074731836307696,0.15739159451052487,-0.6777018625637236
2018-06,West,Smartphones,91055.09442328938,148423.40430362592,35,701,18,4,2312.227112349533,17936.849690933508,32483.94789156921,74669.31190545551,-0.01035656266411722,0.11416892834912717,6.212736660272298
2013-08,North,Headphones,76204.90271313477,59938.03038369383,87,937,24,17,5884.149338962491,7650.093213308901,24468.55373719893,30575.736366605117,-0.0908355015457516,0.04206436833245242,0.45949450566732897
2017-11,West,Tablets,98810.74434943809,51708.29849494955,21,926,21,6,8798.732190833587,11194.451651729092,22851.884743904848,22636.40636187572,0.08517535427611422,-0.65161627482165,-0.696844583347207
2013-01,East,Speakers,79916.05055198299,85439.80113527382,99,879,36,2,5077.015129185484,7491.726645662411,32904.98688775959,16362.810808125452,-0.4047319481622005,-0.3368924941299207,-0.6155220386661178
2010-10,North,Tablets,145072.31093449172,34208.5535374239,25,537,29,13,6450.49239015717,14725.523881361642,38854.11364994124,13264.52000212734,0.9037136164401518,-0.4292679736314734,-0.5661749616400122
2022-07,West,Smartphones,135360.04973631346,125006.1457876234,62,150,34,15,8450.138371699482,8574.787282991489,29266.63293651146,72020.63791878527,0.369892015564836,1.4175258019722499,2.181628601617727
2016-12,East,Speakers,107388.32355063802,136051.19986012584,81,777,31,5,5928.052222939191,10712.03158096402,22175.9511876224,21795.899076932204,0.34376414761369034,0.5923632552084335,0.3320388124336673
2017-12,East,Speakers,98874.50299060918,112324.7638497634,58,785,31,19,7583.222453628973,12367.004873805014,34526.61431758446,53223.93985057932,-0.07928069159226814,-0.1743934344919822,1.4419244951867638
2018-05,East,Headphones,85642.13002919639,62159.40294763312,58,838,35,6,4125.451436789261,9456.933179880234,32317.679266543422,55585.26764147802,-0.13382998205988017,-0.4466099832555842,0.0443658962024962
2015-03,South,Tablets,130318.74634390118,44778.65687865487,16,365,49,17,7597.208942069549,15198.513956399396,27094.733678960285,32228.111238580364,-0.06223186501609035,-0.5514205314850443,1.9029396451041274
2015-03,North,Tablets,187835.41465185324,75857.30255038661,24,620,30,1,1369.191849772238,6668.741814325939,39934.2315298144,68327.23147734767,0.29477095554555177,1.217495179017122,4.151127328119636
2014-04,East,Tablets,152855.45770834055,130000.2744606304,45,186,18,2,2376.093652450668,18197.01147081832,21288.845557172084,24982.11806425841,0.7848161606469897,1.0914015948665172,-0.5505622420424108
2011-05,South,Headphones,161662.2071053351,71739.33645433377,81,705,25,1,6735.665586695575,12220.106847300784,29397.000062779083,15002.057540345832,0.24051382967359847,0.6020877233709647,-0.5345039791724802
2019-03,West,Speakers,175156.67954846116,34110.548835196794,83,151,32,8,5040.590962047949,13592.212009780264,47613.58102949514,14797.935953058972,0.2940057268719467,-0.7271290253748948,-0.794532006648622
2014-01,East,Smartphones,102745.24600067732,62913.64514701583,24,278,19,4,8455.14052264129,14331.945163706798,38913.147494704914,31029.877884942627,-0.3278274289903158,-0.5160499052171713,0.24208354972658097
2017-09,South,Tablets,59431.36731717314,148793.4732090868,71,377,34,18,4077.7702851877207,5895.230715234344,25518.8757089181,42427.25440611311,-0.6323731539898554,1.074084882340701,1.8280956990073687
2018-08,East,Smartwatches,143383.82049824664,111200.250679906,27,338,29,9,7904.874820829234,16354.861333001563,31847.109307470124,54055.424711174455,0.39552754097548637,0.7675060858428189,0.7420443906227896
2023-03,North,Headphones,78300.8436842049,138102.57959725533,55,684,15,15,2252.0158052851266,19189.127813051426,26219.2758871645,61009.58098834031,-0.5831412099292728,0.8205574803496818,-0.10709713141872801
2010-11,North,Laptops,135356.54749934992,122983.8321001329,70,438,48,16,9371.31921003313,12798.619453391628,14501.920671247131,22508.366511569555,0.7286729124561717,-0.10947476536073986,-0.6310683314499212
2021-05,West,Smartphones,160926.53497355973,94764.66183919569,52,171,15,3,4765.95404257086,10863.030635404986,23397.48804568327,57874.61230886901,-0.08124237460761141,1.7781629166111,2.910992214890982
2014-01,East,Smartwatches,167545.7453221755,47842.66468739764,53,473,32,1,3078.116775760349,16771.937751672784,44417.72540134774,22777.80365629879,0.168512212465592,-0.569761179539833,-0.5786213173237706
2015-02,South,Tablets,95275.86803712732,71837.33740268613,75,679,9,13,8102.368483062783,15805.294375800544,28448.079831046896,79803.51274641114,0.6031242816383369,-0.5172010179388767,0.8809492592316484
2012-11,West,Laptops,126864.98488539728,100048.82703290666,64,616,32,14,9530.975467521866,14764.63694544833,33385.50001939823,77134.76346951153,-0.21165900386632175,0.05576092491816809,0.3327910182422249
2012-03,East,Smartphones,143144.76444157885,134475.88184783905,95,950,12,6,9262.735556607724,19480.27136628706,17257.870373720776,17168.52429902729,-0.14563772320016688,1.8107941463231598,-0.2462607651690929
2021-10,West,Headphones,172922.10825509328,62241.00550378796,88,337,30,5,3141.4503700054856,13726.616328763212,24249.253024989463,55858.40645277328,0.3630404670863392,-0.377893701009443,-0.27583356789767033
2023-08,South,Laptops,164208.2997657421,44547.22432082755,48,565,10,5,7048.069294625141,8725.636158800959,47168.19939577281,73228.68250519766,0.7235035812190451,-0.3798875914468143,-0.08238772974951725
